title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Ultimate Block Party    ,PSP,Conspiracy Entertainment  ,MagicPot  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,13th Dec 05  
Egg Mania: Eggstreme Madness    ,PS2,Kemco  ,HotGen Studios  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,12th Sep 02  
Super Bomberman R    ,XOne,Konami Digital Entertainment  ,HexaDrive  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,12th Jun 18  
Bubble Bobble Evolution    ,PSP,Codemasters  ,Opus Studio  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,19th Dec 06  
Boulder Dash: Rocks!    ,DS,10TACLE Studios  ,10tacle Studios AG  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,23rd Nov 07  
Super Collapse! II    ,GBA,Majesco  ,GameHouse  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,05th Mar 04  
Marble Madness / Klax    ,GBA,DSI Games  ,Frame Studios Interactive  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,16th Aug 05  
Blokus Portable: Steambot Championship    ,PSP,Majesco  ,Irem Software Engineering  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,03rd Mar 08  
Hot Pixel    ,PSP,Atari  ,zSlide  ,5.7  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,02nd Oct 07  
Atomic Betty     ,GBA,Namco  ,Big Blue Bubble  ,6.0  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,25th Oct 05  
Merv Griffin's Crosswords    ,DS,ValuSoft  ,ValuSoft  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,17th Nov 08  
Puzzle Challenge: Crosswords and More!    ,Wii,Crave Entertainment  ,Supersonic Software  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,28th Feb 09  
Betty Boop's Double Shift    ,DS,DSI Games  ,Black Lantern Studios  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,19th Oct 07  
Tumblestone    ,PS4,Nighthawk Interactive  ,The Quantum Astrophysicists Guild  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.01m,01st Nov 16  
Mystery Trackers: The Void    ,PC,Focus Home Interactive  ,Focus Multimedia  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,02nd Dec 11  
Mojo!    ,XB,Crave Entertainment  ,Crave Entertainment  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,26th Aug 03  
Cake Mania: Baker's Challenge    ,PS2,Destineer  ,Sandlot Games  ,N/A  ,N/A  ,0.03m,0.01m,0.01m,N/A,0.00m,17th Oct 08  
Heroes of Hellas 2: Olympia    ,DS,Unknown  ,Easy Interactive  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,13th Jan 12  
HotBrain    ,PSP,Midway Games  ,Midway Studios San Diego  ,N/A  ,N/A  ,0.03m,0.02m,0.00m,N/A,0.00m,18th Jun 07  
Bookworm     ,GBA,Majesco  ,PopCap  ,6.0  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,30th Jun 04  
Jewel Quest 5: The Sleepless Star    ,DS,Tulip Games  ,Engine Software  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,03rd Oct 13  
I Heart Geeks    ,DS,CDV Software Entertainment  ,SevenOne Intermedia  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.00m,13th Dec 11  
Napoleon Dynamite: The Game    ,DS,Crave Entertainment  ,7 Studios  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.00m,23rd Oct 07  
"Soldam: Drop, Connect, Erase    ",NS,Dispatch Games  ,City Connection  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,10th Oct 17  
ZooCube    ,GC,Acclaim Entertainment  ,PuzzleKings  ,6.9  ,N/A  ,0.02m,0.02m,0.00m,N/A,0.00m,05th May 02  
O.M.G. 26 - Our Mini Games    ,DS,UFO Interactive  ,Dreams Interactive  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,30th Oct 07  
Bust-A-Move    ,3DO,Panasonic Interactive Media  ,Taito Corporation  ,N/A  ,N/A  ,0.02m,N/A,N/A,0.02m,N/A,01st Jan 95  
Farm Frenzy 3    ,DS,Unknown  ,Easy Interactive  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,10th Nov 11  
Escape the Emerald Star    ,PC,PopCap Games  ,PopCap  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,13th Sep 11  
Shanghai: True Valor    ,PS,Sunsoft  ,SunSoft  ,N/A  ,N/A  ,0.02m,0.01m,0.01m,N/A,0.00m,31st May 99  
Jewel Match 2    ,DS,Unknown  ,PlayV  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,N/A  
Treasure Chase    ,DS,Storm City Games  ,Storm City Games  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,28th Jun 11  
Luxor: The Wrath of Set    ,PSP,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,17th Nov 06  
Crazy Machines    ,Wii,Mentor Interactive  ,FAKT Software GmBH  ,N/A  ,N/A  ,0.02m,0.01m,0.01m,N/A,0.00m,07th Jun 11  
Puppet Show 3: Lost Town    ,PC,Focus Home Interactive  ,Big Fish Games  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,02nd Dec 11  
Line Rider 2: Unbound    ,Wii,"Genius Products, Inc.  ",InXile Entertainment  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,07th Oct 08  
Bridge Constructor Portal    ,XOne,Nighthawk Interactive  ,ClockStone  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,28th Aug 18  
Fishdom 2 Deluxe    ,PC,Rondomedia  ,Playrix Entertainment  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,03rd Nov 10  
The Professor's Brain Trainer: Logic    ,DS,505 Games  ,Interchannel  ,N/A  ,N/A  ,0.02m,0.02m,0.00m,N/A,0.00m,17th Nov 06  
Lode Runner    ,DS,Hudson Entertainment  ,Hudson Soft  ,N/A  ,N/A  ,0.02m,N/A,N/A,0.02m,N/A,26th Oct 06  
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki     ,SNES,Compile  ,Compile  ,N/A  ,N/A  ,0.02m,N/A,N/A,0.02m,0.00m,28th Jun 96  
Puzzle Challenge: Crosswords and More!    ,PS2,Crave Entertainment  ,Supersonic Software  ,N/A  ,N/A  ,0.02m,0.01m,0.01m,N/A,0.00m,09th Jun 06  
Geon Cube    ,Wii,UFO Interactive  ,Strawdog Studios Ltd.  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,27th Oct 09  
Mind over Matter    ,DS,505 Games  ,505 Games  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,31st Aug 10  
Puyo Puyo! 15th Anniversary     ,PSP,Sega  ,Sega  ,N/A  ,N/A  ,0.02m,N/A,N/A,0.02m,N/A,21st Mar 07  
Bejeweled 2 Deluxe    ,PC,PopCap Games  ,PopCap Games  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,30th Aug 06  
Tricky Towers    ,PS4,Soedesco  ,WeirdBeard  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,17th Nov 17  
Tumblestone    ,WiiU,Nighthawk Interactive  ,The Quantum Astrophysicists Guild  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,01st Nov 16  
Jewel Master: Cradle Of Rome 2    ,DS,Rising Star   ,Rising Star Games  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,21st Oct 11  
Secrets of the Titanic    ,DS,Avanquest Software  ,Avanquest Software  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,13th Apr 12  
Nervous Brickdown    ,DS,Secret Stash Games  ,Arkedo Studio  ,N/A  ,N/A  ,0.02m,0.00m,0.01m,N/A,0.00m,26th Jun 07  
Rat Attack!    ,N64,Mindscape  ,Pure Entertainment  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,12th Sep 00  
Puzzle City    ,DS,Destineer  ,eGames/Techfront  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,09th Jun 09  
Mystery Tales 2: The Spirit Mask    ,DS,Unknown  ,Easy Interactive  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,21st Aug 11  
Spanish for Everyone!    ,DS,Activision  ,Humagade  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,26th Oct 07  
Super Fruit Fall    ,Wii,Codemasters  ,Nissimo  ,N/A  ,N/A  ,0.02m,0.01m,0.00m,N/A,0.00m,01st Jan 07  
Jelly Belly: Ballistic Beans    ,Wii,Zoo Digital Publishing  ,Blue Monkey Studios  ,N/A  ,N/A  ,0.02m,0.02m,0.00m,N/A,0.00m,21st Apr 09  
The Inner World: The Last Wind Monk    ,PS4,Kalypso Media  ,Studio Fizbin  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,24th Oct 17  
The Cube    ,Wii,Funbox Media  ,Funbox Media  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,09th Nov 12  
Puzzle Star Sweep    ,PS,Agetec  ,Axela  ,N/A  ,N/A  ,0.02m,0.01m,0.01m,N/A,0.00m,03rd Jan 01  
4 Elements    ,3DS,Tulip Games  ,Playrix Entertainment  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,07th Nov 13  
Lumo    ,NS,Rising Star Games  ,Triple Eh?  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,21st Nov 17  
Atlantic Quest     ,PC,Avanquest  ,Oberon Media  ,N/A  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,25th Nov 11  
Aqua Panic!    ,DS,Neko Entertainment  ,EKO System  ,N/A  ,N/A  ,0.02m,0.01m,0.01m,N/A,N/A,08th May 09  
Puzzle Chronicles    ,DS,Konami  ,Infinite Interactive  ,N/A  ,N/A  ,0.02m,0.02m,0.00m,N/A,0.00m,02nd Feb 10  
Puzzle Quest: Challenge of the Warlords    ,PSP,D3 Publisher  ,Vicious Cycle  ,N/A  ,N/A  ,0.02m,0.01m,0.00m,N/A,0.00m,20th Mar 07  
Puzzle Guzzle    ,PSP,Agetec  ,Irem Software Engineering  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,27th Feb 08  
Lumo    ,PSV,Rising Star Games  ,Unknown  ,N/A  ,N/A  ,0.02m,N/A,0.01m,N/A,0.00m,09th Sep 16  
Tiny Toon Adventures: Wacky Stackers    ,GBA,Conspiracy Entertainment  ,Warthog  ,N/A  ,N/A  ,0.02m,0.01m,0.00m,N/A,0.00m,30th Dec 01  
Rock Blast    ,Wii,UFO Interactive  ,UFO Interactive  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,09th Feb 10  
Titanic Mystery    ,Wii,O-Games  ,PlayV  ,N/A  ,N/A  ,0.02m,0.02m,0.00m,N/A,0.00m,03rd Apr 12  
Ultimate Puzzle Games    ,GBA,Telegames  ,"Telegames, Inc.  ",N/A  ,N/A  ,0.02m,0.01m,0.00m,N/A,0.00m,14th Nov 05  
Bomberman 2    ,DS,Hudson Soft  ,Hudson Soft  ,N/A  ,N/A  ,0.02m,N/A,0.01m,0.00m,0.00m,13th Feb 09  
BoxBoy! Hakobume Box    ,3DS,Nintendo  ,HAL Laboratory  ,N/A  ,N/A  ,0.02m,N/A,N/A,0.02m,N/A,02nd Feb 17  
Mechanic Master 2    ,DS,Crave Entertainment  ,Crave Entertainment  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,20th Oct 10  
Bejeweled Blitz    ,PC,PopCap Games  ,PopCap Games  ,N/A  ,N/A  ,0.02m,N/A,0.01m,N/A,0.00m,17th Aug 10  
NEVES    ,DS,Yuke's  ,"BeeWorks Co., Ltd  ",N/A  ,N/A  ,0.02m,0.01m,0.00m,N/A,0.00m,06th Nov 07  
Touch My Katamari    ,PSV,Namco Bandai  ,Namco Bandai  ,N/A  ,N/A  ,0.02m,0.01m,0.00m,0.01m,N/A,21st Feb 12  
Gotouchi Tetsudou for Nintendo Switch!!    ,NS,Bandai Namco Games  ,Grounding Inc.  ,N/A  ,N/A  ,0.02m,N/A,N/A,0.02m,N/A,22nd Feb 18  
Peggle Nights    ,PC,PopCap Games  ,PopCap Games  ,7.8  ,N/A  ,0.02m,N/A,0.02m,N/A,0.00m,16th Sep 08  
Cube    ,PSP,D3 Publisher  ,Metia Interactive  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,30th Apr 07  
Hands On! Tangrams    ,DS,Storm City Games  ,Island Officials  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,24th Nov 09  
Konductra    ,DS,O3 Entertainment  ,oeFun  ,N/A  ,N/A  ,0.02m,0.02m,N/A,N/A,0.00m,31st Oct 06  
Puyo Puyo Tetris    ,WiiU,Sega  ,Sonic Team  ,N/A  ,N/A  ,0.02m,N/A,N/A,0.02m,N/A,06th Feb 14  
The Dark Hills of Cherai    ,PC,Big Fish Games  ,ChaYoWo Games  ,N/A  ,N/A  ,0.02m,N/A,0.01m,N/A,0.00m,05th Dec 09  
Mario vs. Donkey Kong: Tipping Stars    ,WiiU,Nintendo  ,Nintendo Software Technology Corporation  ,6.4  ,N/A  ,0.02m,N/A,N/A,0.02m,N/A,05th Mar 15  
The Inner World: The Last Wind Monk    ,XOne,Kalypso Media  ,Studio Fizbin  ,N/A  ,N/A  ,0.02m,0.01m,N/A,N/A,0.00m,24th Oct 17  
Chameleon: To Dye For!    ,DS,UFO Interactive  ,Starfish  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,06th Aug 07  
Bomberman (jp sales)    ,PSP,Konami  ,Hudson Soft  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,12th Sep 06  
Puyo Pop Fever    ,GC,Sega  ,Sonic Team  ,7.9  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,20th Jul 04  
Best Of Tests    ,DS,Conspiracy Entertainment  ,Unknown  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,04th Mar 08  
Umihara Kawase Jun: Second Edition Kanzenban    ,DS,Genterprise  ,Genterprise  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,29th Oct 09  
Egg Mania: Eggstreme Madness    ,XB,Kemco  ,HotGen Studios  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,11th Sep 02  
Jewel Quest II    ,PC,iWin   ,iWin  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,01st Apr 07  
Smiley World: Island Challenge    ,DS,Zoo Digital Publishing  ,Zoo Games silver  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,28th Apr 09  
Dark Parables: The Exiled Prince    ,PC,Unknown  ,Blue Tea Games  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,25th Feb 11  
Groovin' Blocks    ,Wii,Zoo Games  ,Empty Clip Studios  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,11th Aug 09  
Double Sequence: The Q-Virus Invasion    ,DS,"Destination Software, Inc  ",Next Wave Team  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,01st Apr 08  
Tringo    ,GBA,Crave Entertainment  ,Crave  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,16th May 06  
The Humans: Meet the Ancestors!    ,DS,Deep Silver  ,Blue Monkey Studios  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,28th Jul 09  
Whac-A-Mole    ,GBA,Activision  ,DC Studios  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,20th Sep 05  
Monster Bomber    ,DS,Majesco  ,Taito Corporation  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,28th Nov 06  
Super Bubble Pop    ,XB,Jaleco  ,Runecraft  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,25th Dec 02  
th!nk Logic Trainer    ,Wii,Conspiracy Entertainment  ,Conspiracy Entertainment  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,01st Dec 09  
Luxor: Pharaoh's Challenge    ,DS,Mumbo Jumbo  ,Mac Play  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,18th Dec 07  
Egg Mania: Eggstreme Madness    ,GC,Kemco  ,HotGen Studios  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,11th Sep 02  
Bomberman    ,Wii,Hudson Entertainment  ,Hudson Soft  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,25th Sep 08  
Legends of Oz: Dorothy's Return    ,3DS,GameMill  ,"Black Lantern Studios, Inc.  ",N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,29th Apr 14  
Snood 2: On Vacation    ,GBA,DSI Games  ,Rebellion Developments  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,28th Oct 05  
Balloon Pop 2    ,3DS,UFO Interactive  ,UFO Interactive  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,07th Feb 12  
The Treasures of Mystery Island 3 Pack - Save Mystery Island!    ,PC,Unknown  ,Viva Media  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,13th Sep 11  
Crossroad Crisis    ,PS,Agetec  ,A1 Games  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,15th Aug 01  
Bookworm Deluxe    ,PC,PopCap Games  ,PopCap  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,30th Aug 06  
XI Coliseum    ,PSP,Sony Computer Entertainment  ,Sony Computer Entertainment  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,09th Mar 06  
12-Sai. Torokeru Puzzle Futari no Harmony    ,3DS,Happinet  ,Happinet  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,26th Oct 17  
Know How 2    ,DS,7G//AMES  ,Bitfield GmbH  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,28th Oct 10  
Bust-A-Move 3000    ,GC,Ubisoft  ,Taito Corporation  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,12th Feb 03  
Mega Brain Boost    ,DS,Majesco  ,Interchannel-Holon  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,22nd Jan 08  
I.Q. Mania    ,PSP,Sony Computer Entertainment  ,SCEI  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,09th Mar 06  
Jewel Quest V: The Sleepless Star    ,PC,iWin   ,iiWin  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,06th Dec 10  
Angels and Despair: 5 Game Pack    ,PC,Focus Multimedia  ,Focus  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,26th Sep 14  
Smiley World: Island Challenge    ,Wii,Zoo Digital Publishing  ,Zoo Games silver  ,N/A  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,09th Jun 09  
Onore no Shinzuru Michi wo Yuke    ,PSP,From Software  ,Silicon Studio  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,11th Jun 09  
Zuma's Revenge!    ,PC,PopCap Games  ,PopCap Games  ,8.3  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,16th Sep 09  
Lemmings Revolution    ,PC,Take-Two Interactive  ,Psygnosis  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,30th Apr 00  
Bermuda Triangle: Saving the Coral    ,DS,Storm City Games  ,NorthPole Studio  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,02nd Feb 10  
Rain Drops    ,DS,UFO Interactive  ,"CyberPlanet Interactive Public Co., Ltd.  ",N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,09th Sep 08  
Capcom Puzzle World    ,PSP,Capcom  ,Capcom  ,7.4  ,N/A  ,0.01m,0.01m,0.00m,N/A,0.00m,06th Feb 07  
Challenge Me: Word Puzzles    ,Wii,O-Games  ,O Games  ,N/A  ,N/A  ,0.01m,0.00m,0.00m,N/A,0.00m,03rd May 11  
Secret Mysteries in London    ,3DS,Unknown  ,Licensed 4U  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,25th Nov 11  
Chainz Galaxy    ,PC,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,12th Jan 11  
Yosumin. DS    ,DS,Square Enix  ,Square Enix  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,08th Nov 07  
Bermuda Triangle: Saving the Coral    ,Wii,Storm City Games  ,Storm City Games  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,17th Nov 09  
Monster Frenzy    ,DS,Zoo Games  ,Bluestone Interactive  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,25th May 10  
Puzzler Collection    ,PSP,Ubisoft  ,Route 1 Games  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,01st Aug 08  
Photo Phantasy    ,DS,Zoo Games  ,Zoo Games  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,01st Feb 11  
Tetris Ultimate     ,3DS,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,11th Nov 14  
4 Play Collection: Treasure Hunters    ,PC,Avanquest Software  ,GSP  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,08th Aug 14  
Mean Girls    ,DS,505 Games  ,505 Games  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,31st Aug 10  
Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan    ,DS,Russel  ,Russel  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,02nd Sep 10  
7 Wonders of the Ancient World    ,PC,Mumbo Jumbo  ,Hot Lava Games  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,02nd Feb 07  
Neopets Puzzle Adventure    ,PC,Capcom  ,Infinite Interactive  ,N/A  ,N/A  ,0.01m,N/A,0.00m,N/A,0.00m,01st Dec 08  
th!nk Logic Trainer: Kids    ,DS,Conspiracy Entertainment  ,DTP Young Entertainment  ,N/A  ,N/A  ,0.01m,0.01m,N/A,N/A,0.00m,01st Dec 09  
Animal Snap: Rescue Them 2 By 2    ,GBA,Ignition Entertainment  ,"Awesome Developments, Ltd.  ",N/A  ,N/A  ,0.01m,0.00m,0.00m,N/A,0.00m,01st Nov 02  
Matchstick    ,DS,DreamCatcher Interactive  ,Ertain  ,N/A  ,N/A  ,0.01m,0.00m,0.00m,N/A,0.00m,22nd Dec 08  
Gothic Fiction: Dark Saga    ,PC,Big Fish Games  ,GSP  ,N/A  ,N/A  ,0.01m,N/A,0.01m,N/A,0.00m,08th May 15  
Dr. Sudoku    ,GBA,Mastiff  ,Success  ,6.7  ,N/A  ,0.01m,0.00m,0.00m,N/A,0.00m,03rd May 06  
Chainz Galaxy    ,DS,Jack of All Games  ,Jack of All Games  ,N/A  ,N/A  ,0.01m,N/A,0.00m,N/A,0.00m,N/A  
bit Generations: Dialhex    ,GBA,Nintendo  ,skip Ltd.  ,7.0  ,N/A  ,0.01m,N/A,N/A,0.01m,0.00m,13th Jul 06  
Challenge Me: Word Puzzles    ,PC,O-Games  ,O Games  ,N/A  ,N/A  ,0.01m,N/A,0.00m,N/A,0.00m,03rd May 11  
Mystic Gateways: The Celestial Quest    ,PC,Big Fish Games  ,Black Lime Games  ,N/A  ,N/A  ,0.01m,N/A,0.00m,N/A,0.00m,10th Mar 15  
Take A Break's: Puzzle Bonanza    ,DS,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,0.01m,N/A,0.00m,N/A,0.00m,19th Nov 10  
theta    ,DS,Nintendo  ,VITEI  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,06th Sep 07  
Nintama Rantarou: Nintama no Tame no Ninjutsu Training    ,DS,Russel  ,Russel  ,N/A  ,N/A  ,0.01m,N/A,N/A,0.01m,N/A,26th Mar 09  
Rampage Puzzle Attack    ,GBA,Midway Games  ,Ninai Games  ,N/A  ,N/A  ,0.00m,0.00m,0.00m,N/A,0.00m,29th Nov 01  
The World of Golden Eggs: Nori Nori Uta Dekichatte Kei    ,DS,AQ Interactive  ,AQ Interactive  ,N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,19th Feb 09  
Roogoo    ,PC,SouthPeak Interactive  ,SpiderMonk Ent.  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,30th Jun 08  
Cradle Double Pack    ,DS,Rising Star   ,cerasus.media GmbH  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,28th Apr 11  
Tetris: The Grand Master Ace    ,X360,AQ Interactive  ,Arika  ,N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,10th Dec 05  
Egg Mania    ,GBA,Kemco  ,HotGen Studios  ,7.3  ,N/A  ,0.00m,0.00m,0.00m,N/A,0.00m,16th Sep 02  
The Sun Crossword Challenge    ,DS,Atari  ,Sanuk Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,18th Apr 08  
Mysterious Adventures in the Caribbean    ,DS,Unknown  ,Licensed 4U  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,26th Nov 10  
Jewel Quest Mysteries 2: Trail of the Midnight Heart    ,PC,iWin   ,Licensed 4U  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,12th Jan 10  
Boulder Dash EX    ,GBA,Kemco  ,Vision Works  ,7.7  ,N/A  ,0.00m,0.00m,0.00m,N/A,0.00m,16th Sep 02  
Magic Ball 4    ,PC,PlayV  ,Dream Dale  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,02nd Sep 11  
Challenge Me: Brain Puzzles 2    ,PC,O-Games  ,O Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,26th Oct 10  
Angry Birds: Star Wars    ,PC,Rovio Mobile  ,Exient Entertainment  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,08th Nov 12  
Lara Gates: The Lost Talisman    ,PC,Big Fish Games  ,Big Fish Games  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,19th Nov 14  
The Mahjong    ,NS,D3Publisher  ,D3Publisher  ,N/A  ,N/A  ,0.00m,N/A,N/A,0.00m,N/A,23rd Jun 18  
Jewel Link: Galactic Quest    ,DS,Avanquest Software  ,Avanquest Software  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,07th Sep 12  
Nightfall Mysteries: Asylum Conspiracy    ,PC,eGames  ,Vast Studios  ,N/A  ,N/A  ,0.00m,N/A,0.00m,N/A,0.00m,31st Dec 11  
