title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Memories Off 6: T-Wave    ,PS2,5pb  ,5pb. Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,21st Aug 08  
Story Hour: Fairy Tales    ,Wii,Zoo Digital Publishing  ,Other Ocean Interactive  ,N/A  ,N/A  ,0.04m,0.04m,N/A,N/A,0.00m,28th Dec 08  
Countdown Vampires    ,PS,Bandai  ,K2 LLC  ,N/A  ,N/A  ,0.04m,0.02m,0.01m,N/A,0.00m,21st Aug 00  
Hyakka Hyakurou: Sengoku Ninpoujou    ,PSV,D3Publisher  ,RED Entertainment  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,25th Feb 16  
Echo Night Beyond    ,PS2,Agetec  ,From Software  ,N/A  ,N/A  ,0.04m,0.02m,0.01m,N/A,0.00m,27th Jul 04  
Suzumiya Haruhi no Tsuisou    ,PSP,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,12th May 11  
Tenshou Gakuen Gekkouroku    ,PS2,Asmik Ace Entertainment  ,Asmik Ace Entertainment  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,22nd Nov 06  
ABZU    ,PS4,505 Games  ,Giant Squid Studios  ,N/A  ,N/A  ,0.04m,0.03m,N/A,N/A,0.01m,31st Jan 17  
Aquanaut's Holiday: Kakusareta Kiroku    ,PS3,Sony Computer Entertainment  ,ArtDink  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,25th Sep 08  
Harry Potter and the Order of the Phoenix    ,PC,Electronic Arts  ,EA Games  ,N/A  ,N/A  ,0.04m,N/A,0.03m,N/A,0.00m,25th Jun 07  
Harry Potter and the Prisoner of Azkaban    ,PC,Electronic Arts  ,KnowWonder  ,N/A  ,N/A  ,0.04m,N/A,0.03m,N/A,0.00m,25th May 04  
Pia Carrot e Youkoso!! 2.5    ,DC,NEC Interchannel   ,Cocktail Soft  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,0.00m,21st Jun 08  
Da Capo I & II Plus Situation Portable    ,PSP,Kadokawa Shoten  ,Kadokawa Shoten  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,28th Oct 10  
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo    ,DS,D3 Publisher  ,Tomcat System  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,31st May 07  
Chaos;Head Noah    ,X360,5pb  ,Genterprise  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,26th Feb 09  
Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban    ,PSP,KOEI  ,Koei  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,22nd Oct 09  
Teenage Zombies: Invasion of the Alien Brain Thingys     ,DS,Ignition Entertainment  ,InLight Entertainment  ,N/A  ,N/A  ,0.04m,0.03m,0.00m,N/A,0.00m,15th Apr 08  
Scarface: The World is Yours    ,PC,Sierra Entertainment  ,Radical Entertainment  ,N/A  ,N/A  ,0.04m,0.01m,0.02m,N/A,0.00m,08th Oct 06  
Clock Zero: Shuuen no Ichibyou Portable    ,PSP,Idea Factory  ,Unknown  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,13th Oct 11  
Trick x Logic: Season 2    ,PSP,Sony Computer Entertainment  ,ChunSoft  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,16th Sep 10  
Hakuouki: Zuisouroku    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,27th Aug 09  
Punch Line    ,PS4,PQube  ,5pb. Inc.  ,N/A  ,N/A  ,0.04m,0.03m,N/A,N/A,0.01m,09th Oct 18  
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~    ,PS2,Konami  ,Konami  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,16th Nov 06  
Obscure    ,XB,DreamCatcher Interactive  ,Hydravision Entertainment  ,N/A  ,N/A  ,0.04m,0.03m,0.01m,N/A,0.00m,06th Apr 05  
Kisuato    ,PSV,TGL  ,TGL  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,26th Nov 15  
Attack on Titan: Escape from Certain Death    ,3DS,Tecmo Koei  ,Koei Tecmo Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,11th May 17  
Hakuoki: Shinkai - Hana no Shou    ,PSV,Idea Factory  ,Design Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,16th Jun 16  
Detective Conan: Phantom Rhapsody    ,3DS,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,17th Apr 14  
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen    ,PSP,Yeti  ,Yeti  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,25th Nov 10  
Secret Files 2: Puritas Cordis    ,PC,Deep Silver  ,Fusionsphere Systems / Animation Arts  ,N/A  ,N/A  ,0.04m,N/A,0.03m,N/A,0.00m,08th May 09  
Harukanaru Toki no Naka de: Maihitoyo      ,PS2,KOEI  ,Koei  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,21st Sep 06  
Hakuouki: Zuisouroku DS    ,DS,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,17th Feb 11  
Detective Conan: Prelude from the Past    ,PSP,Namco Bandai Games  ,Spike Chunsoft  ,N/A  ,N/A  ,0.04m,N/A,N/A,0.04m,N/A,19th Apr 12  
Voodoo Chronicles: First Sign    ,PC,ValuSoft  ,ValuSoft  ,N/A  ,N/A  ,0.04m,0.03m,N/A,N/A,0.00m,06th Sep 11  
The Rabbit's Apprentice    ,PC,Daedalic Entertainment  ,Daedalic Entertainment  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,28th May 13  
Tokyo Majin Gakuen: Kenfuuchou    ,DS,Marvelous Interactive  ,"Asmik Ace Entertainment, Inc  ",N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,21st Aug 08  
OZMAFIA!! -vivace-    ,PSV,Dramatic Create  ,Dramatic Create  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Feb 15  
The Raven Remastered    ,PS4,THQ Nordic  ,KING Art Games  ,N/A  ,8.4  ,0.03m,0.03m,N/A,N/A,0.01m,13th Mar 18  
Suzumiya Haruhi no Tsuisou    ,PS3,Namco Bandai  ,Bandai Namco Games  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,12th May 11  
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo     ,DS,D3 Publisher  ,Tomcat System  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,25th May 06  
Harukanaru Toki no Naka de Yumenoukihashi Special    ,PS2,KOEI  ,Koei  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,29th Jan 09  
Tsuyo Kiss: Mighty Heart    ,PS2,Princess Soft  ,Princess Soft  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,25th May 06  
Steins;Gate 0    ,PS3,5pb  ,5pb. Inc.  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,10th Dec 15  
Parfait    ,PSV,TGL  ,TGL  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Feb 15  
Mashiro Iro Symphony: *mutsu-no-hana    ,PSP,Comfort  ,Comfort  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,30th Jun 11  
Metal Gear Solid: The Essential Collection (JP sales)    ,PS2,Konami  ,Konami Computer Entertainment Japan  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,18th Mar 08  
Harukanaru Toki no Naka de 6    ,PSV,Tecmo Koei  ,Ruby Party  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,12th Mar 15  
Tail Concerto    ,PS,Atlus  ,CyberConnect2  ,7.3  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,31st Aug 99  
Emma at the Farm    ,DS,Aspyr  ,Nobilis  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,03rd Dec 08  
Night Head: The Labyrinth    ,PS,Fuji  ,Scitron & Art  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,0.00m,17th Nov 95  
EverBlue 2    ,PS2,Capcom  ,Arika  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,24th Feb 03  
Safari Adventures: Africa    ,Wii,Conspiracy Entertainment  ,Neko Entertainment  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,27th Oct 09  
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen    ,DS,Alchemist  ,Alchemist  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th May 09  
King's Quest: The Complete Collection    ,X360,Activision  ,The Odd Gentlemen  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,18th Oct 16  
Nancy Drew: Alibi In Ashes    ,PC,Her Interactive  ,Her Interactive  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,18th Oct 11  
Clannad    ,PS3,Prototype  ,Visual Arts  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,21st Apr 11  
The Void    ,PC,Mamba Games  ,Ice-pick Lodge  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.01m,25th Sep 09  
Accel World: Ginyoku no Kakusei    ,PS3,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,13th Sep 12  
Vitamin X Evolution    ,DS,D3 Publisher  ,HuneX  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,27th Mar 08  
Arthur and the Invisibles    ,DS,Atari  ,Etranges Libellules / Neko Entertainment  ,N/A  ,N/A  ,0.03m,0.03m,0.00m,N/A,0.00m,09th Jan 07  
Black Mirror    ,XOne,THQ Nordic  ,KING Art Games  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,28th Nov 17  
Togainu no Chi: True Blood    ,PS2,Kadokawa Shoten  ,Nitroplus  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,29th May 08  
Chicken Shoot 2    ,GBA,"Destination Software, Inc  ",Zuxxez  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,10th Nov 05  
Shin Hayarigami 2    ,PSV,Nippon Ichi Software  ,Nippon Ichi Software  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,07th Jul 16  
Accel World: Ginyoku no Kakusei    ,PSP,Namco Bandai Games  ,Bandai Namco Games  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,13th Sep 12  
Rampo    ,SAT,Sega  ,Sega  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,24th Feb 95  
Hiiro no Kakera 2: Hisui no Shizuku    ,PS2,Idea Factory  ,Design Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,09th Aug 07  
Chaos;Head - Love Chu*Chu!    ,X360,5pb  ,Nitroplus  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,25th Mar 10  
House M.D.    ,DS,Legacy Interactive  ,Legacy Interactive  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,14th Sep 10  
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen    ,DS,Marvelous Interactive  ,Marvelous Interactive  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Aug 08  
Midnight Mysteries: The Edgar Allan Poe Conspiracy    ,PC,Mumbo Jumbo  ,MumboJumbo  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,17th Jul 09  
Last Escort: Club Katze    ,PSP,D3 Publisher  ,Vingt-et-un Systems  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,18th Feb 10  
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen    ,PSP,Yeti  ,Yeti  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Oct 10  
Otometeki Koi Kakumei * Love Revo    ,PS2,Interchannel  ,HuneX  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Jan 06  
Hallowed Legends: Samhain    ,PC,Focus Home Interactive  ,PlayFirst  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.01m,04th Nov 11  
Kiniro no Corda 3    ,PS2,KOEI  ,Koei  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,25th Feb 10  
Nil Admirari no Tenbin: Teito Genwaku Toukidan    ,PSV,Idea Factory  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,21st Apr 16  
Highschool Terra Story    ,SAT,KID  ,KID  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,0.00m,23rd Jul 98  
Mother Goose no Himitsu no Yakata    ,PSP,Quinrose  ,QuinRose  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,23rd Jun 11  
Tantei Jinguuji Saburo DS: Kienai Kokoro    ,DS,Arc System Works  ,WorkJam  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,24th Apr 08  
StormLover    ,PSP,D3 Publisher  ,Vridge  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,04th Aug 10  
Dancing Blade II: Tears of Eden    ,PS,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,0.00m,18th Mar 99  
Gochuumon wa Usagi Desu ka?? Wonderful Party!    ,PSV,5pb  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,03rd Mar 16  
Hiiro no Kakera 3: Aoikuro no Kusabi    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,07th Aug 08  
DokiDoki Majo Shinpan! 2    ,DS,SNK Playmore  ,SNK Playmore Corporation  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,31st Jul 08  
Don't Knock Twice    ,PS4,Perpetual  ,Wales Interactive Ltd.  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.01m,27th Feb 18  
Azada    ,3DS,Licensed 4U  ,Big Fish Games  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,01st May 14  
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen    ,PSP,Marvelous Interactive  ,Marvelous Interactive  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,02nd Oct 08  
Adventure Time: Pirates of the Enchiridion     ,NS,Outright Games  ,Outright Games  ,N/A  ,N/A  ,0.03m,0.01m,0.02m,N/A,0.00m,17th Jul 18  
Lux-Pain (JP sales)    ,DS,Ignition Entertainment  ,Killaware  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,24th Mar 09  
Tokimeki Memorial Girl's Side 1st Love Plus    ,DS,Konami  ,Konami  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,12th Mar 09  
Story Hour: Adventures    ,Wii,Zoo Digital Publishing  ,Other Ocean Interactive  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,09th Dec 08  
Suzumiya Haruhi no Chokuretsu    ,DS,Sega  ,Sega  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th May 09  
S.Y.K Renshouden    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,11th Mar 10  
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,14th Jul 11  
D.C.I.F.: Da Capo Innocent Finale    ,PS2,Sweets  ,Sweets  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,30th Apr 09  
Sukitomo. Tsukiuta. 12 Memories    ,PSV,Namco Bandai Games  ,Namco Bandai Games  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,01st Jun 17  
The Inner World    ,PC,Headup Games  ,Headup Games  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,18th Jul 13  
The Pillars of the Earth    ,PS4,Kalypso Media  ,Daedalic Entertainment  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.01m,28th Nov 17  
Hakuouki    ,PS2,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,18th Sep 08  
Taishou Moebius Line Vitable    ,PSV,Dramatic Create  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Jan 16  
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6    ,PS3,Namco Bandai Games  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Nov 15  
Drake & Josh: Talent Showdown    ,DS,THQ  ,Artificial Mind and Movement  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,30th Jul 07  
Hayate no Gotoku! Nightmare Paradise    ,PSP,Konami  ,HuneX  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Mar 09  
The Walking Dead: A Telltale Games Series    ,PC,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,11th Dec 12  
Senjou no Waltz    ,PSV,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,20th Nov 14  
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou    ,DS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,18th Jun 09  
Detective Opera: Milky Holmes 2    ,PSP,BushiRoad  ,ArtDink  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,23rd Aug 12  
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna    ,DS,Alchemist  ,Alchemist  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,25th Feb 10  
The Great Mystery Hidden Object Package 5    ,PC,Rondomedia  ,Big Fish Games  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,04th Nov 15  
Net High    ,PSV,Marvelous Interactive  ,Marvelous Games  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Nov 15  
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,15th Apr 10  
Syberia II    ,XB,XS Games  ,Microids  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,05th Oct 04  
Secret Files 2: Puritas Cordis    ,Wii,Deep Silver  ,Fusionsphere Systems / Animation Arts  ,N/A  ,N/A  ,0.03m,N/A,0.03m,N/A,0.00m,08th May 09  
Storm Lover 2nd V    ,PSV,D3Publisher  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Jan 16  
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure    ,DS,Level 5  ,Level 5  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,18th Jun 09  
Nisenochigiri: Omoide no Saki e    ,PSP,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,21st Jul 11  
Grand Theft Auto: The Trilogy    ,PC,Rockstar Games  ,Rockstar North  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,30th Jun 09  
In Cold Blood    ,PS,DreamCatcher Interactive  ,Revolution Software Ltd.  ,N/A  ,N/A  ,0.03m,0.02m,0.01m,N/A,0.00m,30th May 01  
Safari Adventures: Africa    ,DS,Conspiracy Entertainment  ,Elektro Games  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,03rd Nov 09  
The Island of Dr. Frankenstein    ,Wii,Storm City Games  ,Visual Impact  ,N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,20th Oct 09  
Tsuku Monogatari    ,PSP,FuRyu Corporation  ,FuRyu Corporation  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,27th Jan 11  
Vitamin Z    ,PS2,D3 Publisher  ,HuneX  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Mar 09  
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu    ,PSP,Alchemist  ,Alchemist  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,25th Aug 11  
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen    ,PSP,Yeti  ,Yeti  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,22nd Sep 10  
Emily Archer and the Curse of Tutankhamun    ,DS,Mastertronic  ,Mastertronic  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,18th Mar 11  
Diabolik Lovers: More Blood    ,PSV,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,15th Jan 15  
The Town of Light    ,NS,Wired Productions  ,Unknown  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.00m,01st Jan 18  
Syberia    ,PC,The Adventure Company  ,Microids  ,8.0  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,01st Sep 02  
Wand of Fortune R2: Jikuu ni Shizumu Mokushiroku    ,PSV,Idea Factory  ,Idea Factory  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,09th Mar 17  
Akane Iro ni Somaru Saka Parallel    ,PS2,GN Software  ,Feng  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,14th Aug 08  
Wand of Fortune R    ,PSV,Idea Factory  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,17th Mar 16  
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder    ,PSP,Alchemist  ,Alchemist  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Apr 11  
Starry * Sky: In Winter - PSP Edition    ,PSP,Asgard  ,Asgard  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Apr 11  
Saka Agari Hurricane Portable    ,PSP,Alchemist  ,Alchemist  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Jul 11  
Eco Creatures: Save The Forest    ,DS,Majesco  ,"Lightweight Co.,Ltd.  ",N/A  ,N/A  ,0.03m,0.03m,N/A,N/A,0.00m,04th Mar 08  
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki    ,DS,Creative Core  ,Creative Core  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,17th Sep 09  
Jack Keane    ,PC,Strategy First  ,DECK13 Interactive  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,15th Apr 08  
The Raven Remastered    ,XOne,THQ Nordic  ,KING Art Games  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.00m,13th Mar 18  
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~     ,PS2,Konami  ,Konami  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,23rd Mar 06  
The Pillars of the Earth    ,XOne,Kalypso Media  ,Daedalic Entertainment  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.00m,28th Nov 17  
Clannad    ,X360,Prototype  ,Visual Arts  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Aug 08  
Kuryuu Youma Gakuenki Recharge    ,PS2,Atlus  ,Killaware  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,28th Sep 06  
Shin Hayarigami 2    ,PS4,Nippon Ichi Software  ,Nippon Ichi Software  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,07th Jul 16  
The Town of Light    ,PS4,Wired Productions  ,LKA  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.01m,24th Mar 17  
Hakuoki: Kyoto Winds    ,PSV,Idea Factory  ,Otomate  ,N/A  ,N/A  ,0.03m,0.02m,0.00m,N/A,0.01m,16th May 17  
Clannad: Mitsumi Mamoru Sakamichi de - Gekan    ,PSP,Prototype  ,Visual Arts  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,15th Jul 10  
Rime    ,XOne,Grey Box  ,Tequila Works  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.00m,26th May 17  
Zero Escape: Zero Time Dilemma    ,PS4,Rising Star Games  ,Chime  ,N/A  ,N/A  ,0.03m,0.02m,N/A,N/A,0.00m,18th Aug 17  
Galileo    ,DS,D3 Publisher  ,Tomcat System  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,16th Oct 08  
Amatsumi Sora ni! Kumo no Hatate ni    ,PSV,Prototype  ,Prototype  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,17th Sep 15  
Tsuki ni Yori Sou Otome no Sahou: Hidamari no Hibi    ,PSV,Dramatic Create  ,Dramatic Create  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,26th Nov 15  
Prince of Persia (2008)    ,PC,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,09th Dec 08  
Shitsuji ga Aruji o Erabu Toki    ,PSV,Unknown  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,25th Feb 16  
Zettai Kaikyuu Gakuen: Eden with Roses and Phantasm    ,PSV,Prototype  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,30th Jun 16  
MuvLuv Double Pack    ,PSV,5pb  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,21st Jan 16  
Captain Morgane and the Golden Turtle    ,DS,Reef Entertainment  ,WizarBox  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,03rd Feb 12  
Death Mark    ,NS,Aksys Games  ,Experience Inc.  ,N/A  ,N/A  ,0.03m,0.02m,N/A,0.00m,0.00m,31st Oct 18  
Last Escort 2: Shinya no Amai Toge    ,PS2,D3 Publisher  ,Vingt-et-un Systems  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,21st Feb 08  
Harukanaru Toki no Naka de 3 Ultimate    ,PSV,Tecmo Koei  ,Unknown  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,23rd Feb 17  
Shakugan no Shana    ,PS2,Media Works  ,Vridge  ,N/A  ,N/A  ,0.03m,N/A,N/A,0.03m,N/A,23rd Mar 06  
Botanicula    ,PC,Amanita Design  ,Amanita Design  ,N/A  ,N/A  ,0.03m,N/A,0.02m,N/A,0.00m,27th Apr 12  
