title,console,publisher,developer,critic_score,user_score,total_sale,na_sale,pal_sale,japan_sale,other_sale,release_date
Wolfenstein: The New Order    ,PS4,Bethesda Softworks  ,MachineGames  ,N/A  ,N/A  ,1.61m,0.48m,0.84m,0.03m,0.25m,20th May 14  
Rage    ,X360,Bethesda Softworks  ,id Software  ,7.9  ,N/A  ,1.60m,0.82m,0.60m,0.03m,0.15m,04th Oct 11  
Gears of War: Judgment    ,X360,Microsoft Studios  ,People Can Fly / Epic Games  ,N/A  ,N/A  ,1.60m,0.92m,0.51m,0.03m,0.14m,19th Mar 13  
River Raid    ,2600,Activision  ,Activision  ,N/A  ,N/A  ,1.60m,1.49m,0.09m,N/A,0.02m,01st Jan 82  
Far Cry 2    ,X360,Ubisoft  ,Ubisoft Montreal  ,8.5  ,N/A  ,1.59m,0.72m,0.69m,0.02m,0.18m,21st Oct 08  
Conflict: Desert Storm    ,PS2,Gotham Games  ,Pivotal Games  ,N/A  ,N/A  ,1.57m,0.98m,0.53m,N/A,0.06m,30th Sep 02  
Tom Clancy's Rainbow Six 3    ,XB,Ubisoft  ,Ubisoft Montreal / Red Storm Entertainment  ,N/A  ,N/A  ,1.55m,0.91m,0.57m,N/A,0.07m,12th Nov 03  
BioShock 2    ,PS3,2K Games  ,2K Marin  ,8.5  ,N/A  ,1.55m,0.85m,0.46m,0.02m,0.22m,09th Feb 10  
Dishonored    ,PS3,Bethesda Softworks  ,Arkane Studios  ,N/A  ,N/A  ,1.55m,0.72m,0.54m,0.04m,0.26m,16th Apr 13  
007: The World is Not Enough    ,N64,Electronic Arts  ,Eurocom Entertainment Software  ,7.4  ,N/A  ,1.55m,1.13m,0.38m,0.02m,0.03m,17th Oct 00  
Battlefield V    ,XOne,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,1.55m,1.05m,0.35m,N/A,0.15m,20th Nov 18  
Tom Clancy's Ghost Recon Advanced Warfighter    ,X360,Ubisoft  ,Ubisoft Paris  ,9.1  ,N/A  ,1.54m,1.40m,0.02m,0.02m,0.10m,09th Mar 06  
Die Hard Trilogy    ,PS,Fox Interactive  ,Probe Entertainment Limited  ,8.5  ,N/A  ,1.54m,0.85m,0.58m,N/A,0.10m,31st Aug 96  
Resident Evil: The Umbrella Chronicles    ,Wii,Capcom  ,Cavia Inc.  ,7.5  ,8.0  ,1.52m,0.67m,0.43m,0.29m,0.14m,13th Nov 07  
Xevious    ,NES,Namco  ,Namco  ,N/A  ,N/A  ,1.52m,0.18m,0.06m,1.27m,0.01m,01st Jan 90  
Dead Space 2    ,X360,Electronic Arts  ,Visceral Games  ,9.1  ,N/A  ,1.52m,0.94m,0.44m,N/A,0.13m,25th Jan 11  
Call of Duty: Black Ops II    ,PC,Activision  ,Treyarch  ,N/A  ,N/A  ,1.51m,0.66m,0.70m,N/A,0.15m,13th Nov 12  
Call of Duty: Modern Warfare: Reflex Edition    ,Wii,Activision  ,Treyarch  ,7.2  ,8.9  ,1.51m,0.94m,0.43m,N/A,0.14m,10th Nov 09  
Call of Duty 3    ,PS3,Activision  ,Treyarch  ,7.7  ,N/A  ,1.51m,0.60m,0.63m,0.03m,0.26m,15th Nov 06  
Turok: Dinosaur Hunter    ,N64,Acclaim Entertainment  ,Iguana Entertainment  ,8.9  ,N/A  ,1.51m,1.14m,0.32m,0.05m,N/A,28th Feb 97  
Red Faction II    ,PS2,THQ  ,Volition Inc.  ,8.6  ,N/A  ,1.50m,0.49m,0.78m,N/A,0.23m,15th Oct 02  
Medal of Honor: Frontline    ,XB,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,1.49m,1.00m,0.43m,N/A,0.06m,10th Nov 02  
Resistance 3    ,PS3,Sony Computer Entertainment  ,Insomniac Games  ,8.3  ,N/A  ,1.49m,0.64m,0.57m,0.05m,0.22m,06th Sep 11  
Tom Clancy's Ghost Recon: Future Soldier    ,X360,Ubisoft  ,Ubisoft Paris  ,N/A  ,N/A  ,1.48m,0.94m,0.40m,0.02m,0.13m,22nd May 12  
Dirge of Cerberus: Final Fantasy VII    ,PS2,Square Enix  ,Square Enix  ,5.7  ,N/A  ,1.48m,0.47m,0.37m,0.52m,0.12m,15th Aug 06  
007: Quantum of Solace    ,X360,Activision  ,Treyarch  ,6.6  ,N/A  ,1.48m,0.82m,0.51m,0.01m,0.14m,04th Nov 08  
Battlefield: Bad Company    ,X360,Electronic Arts  ,EA Digital Illusions CE  ,8.6  ,N/A  ,1.46m,0.81m,0.46m,0.04m,0.15m,23rd Jun 08  
Homefront    ,X360,THQ  ,Kaos Studios  ,6.7  ,N/A  ,1.46m,0.83m,0.48m,0.02m,0.12m,15th Mar 11  
Red Dead Revolver    ,PS2,Rockstar Games  ,Rockstar San Diego  ,N/A  ,N/A  ,1.45m,0.71m,0.55m,N/A,0.19m,03rd May 04  
Doom (2016)    ,XOne,Bethesda Softworks  ,id Software  ,N/A  ,N/A  ,1.45m,0.76m,0.57m,N/A,0.13m,13th May 16  
The House of the Dead 2 & 3 Return    ,Wii,Sega  ,Sega  ,6.5  ,7.0  ,1.45m,0.77m,0.50m,0.03m,0.15m,11th Mar 08  
BioShock    ,PS3,2K Games  ,2K Boston / 2K Australia / 2K Marin  ,9.3  ,9.6  ,1.44m,0.75m,0.48m,0.01m,0.21m,21st Oct 08  
Dead Space 2    ,PS3,Electronic Arts  ,Visceral Games  ,9.0  ,N/A  ,1.43m,0.73m,0.49m,N/A,0.21m,25th Jan 11  
Medal of Honor: Warfighter    ,PS3,Electronic Arts  ,Danger Close Games  ,N/A  ,N/A  ,1.42m,0.49m,0.64m,0.06m,0.23m,23rd Oct 12  
Dead Space    ,X360,Electronic Arts  ,EA Redwood Shores  ,8.9  ,N/A  ,1.40m,0.89m,0.39m,N/A,0.13m,13th Oct 08  
Battlefield 4    ,PC,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,1.39m,0.44m,0.85m,N/A,0.10m,29th Oct 13  
Far Cry 2    ,PS3,Ubisoft  ,Ubisoft Montreal  ,8.4  ,N/A  ,1.38m,0.43m,0.69m,0.01m,0.26m,21st Oct 08  
Deus Ex: Human Revolution    ,X360,Square Enix  ,Eidos Montreal  ,8.8  ,N/A  ,1.38m,0.77m,0.47m,0.02m,0.12m,23rd Aug 11  
Deus Ex: Human Revolution    ,PS3,Square Enix  ,Eidos Montreal  ,8.8  ,N/A  ,1.38m,0.50m,0.60m,0.07m,0.22m,23rd Aug 11  
Duke Nukem: Time to Kill    ,PS,GT Interactive  ,n-Space  ,N/A  ,N/A  ,1.38m,0.77m,0.54m,N/A,0.07m,30th Sep 98  
Titanfall    ,X360,Electronic Arts  ,Respawn Entertainment  ,N/A  ,N/A  ,1.38m,0.88m,0.35m,0.02m,0.13m,08th Apr 14  
Titanfall 2    ,XOne,Electronic Arts  ,Respawn Entertainment  ,N/A  ,N/A  ,1.37m,0.88m,0.37m,N/A,0.13m,28th Oct 16  
Call of Duty: Black Ops    ,Wii,Activision  ,Treyarch  ,7.5  ,N/A  ,1.37m,0.80m,0.46m,N/A,0.12m,09th Nov 10  
Crysis 2    ,X360,Electronic Arts  ,Crytek  ,8.7  ,N/A  ,1.37m,0.73m,0.50m,0.02m,0.13m,22nd Mar 11  
GoldenEye 007    ,Wii,Activision  ,Eurocom Entertainment Software  ,8.0  ,N/A  ,1.36m,0.76m,0.60m,0.00m,N/A,02nd Nov 10  
Tom Clancy's Ghost Recon 2    ,XB,Ubisoft  ,Red Storm Entertainment  ,N/A  ,N/A  ,1.36m,0.86m,0.45m,N/A,0.06m,16th Nov 04  
Wolfenstein II: The New Colossus    ,PS4,Bethesda Softworks  ,MachineGames  ,9.0  ,N/A  ,1.36m,0.55m,0.58m,0.01m,0.22m,27th Oct 17  
Gradius    ,NES,Konami  ,Konami  ,N/A  ,N/A  ,1.36m,0.27m,0.08m,1.00m,0.01m,01st Dec 86  
Centipede    ,2600,Atari  ,Atari  ,N/A  ,N/A  ,1.36m,1.26m,0.08m,N/A,0.01m,01st Jan 82  
Dead to Rights    ,PS2,Namco  ,Namco  ,N/A  ,N/A  ,1.36m,0.67m,0.52m,N/A,0.17m,18th Nov 02  
Tom Clancy's Rainbow Six: Vegas 2    ,PS3,Ubisoft  ,Ubisoft Montreal  ,8.2  ,N/A  ,1.34m,0.66m,0.45m,0.04m,0.20m,19th Mar 08  
Doom 3    ,XB,Activision  ,Vicarious Visions  ,N/A  ,N/A  ,1.34m,0.85m,0.43m,N/A,0.06m,03rd Apr 05  
Battlefield: Bad Company    ,PS3,Electronic Arts  ,EA Digital Illusions CE  ,8.6  ,N/A  ,1.34m,0.76m,0.36m,0.05m,0.17m,23rd Jun 08  
Lost Planet: Extreme Condition    ,X360,Capcom  ,Capcom  ,7.6  ,N/A  ,1.34m,1.09m,0.04m,0.10m,0.10m,12th Jan 07  
Max Payne 2: The Fall of Max Payne    ,PS2,Rockstar Games  ,Remedy Entertainment  ,6.8  ,N/A  ,1.34m,0.65m,0.51m,N/A,0.17m,02nd Dec 03  
Crysis 2    ,PS3,Electronic Arts  ,Crytek  ,8.8  ,N/A  ,1.33m,0.48m,0.57m,0.06m,0.22m,22nd Mar 11  
Metroid Prime 2: Echoes    ,GC,Nintendo  ,Retro Studios  ,9.2  ,N/A  ,1.33m,0.87m,0.35m,0.07m,0.04m,15th Nov 04  
MAG: Massive Action Game    ,PS3,Sony Computer Entertainment  ,Zipper Interactive  ,7.4  ,9.5  ,1.32m,0.77m,0.30m,0.09m,0.16m,26th Jan 10  
Rage    ,PS3,Bethesda Softworks  ,id Software  ,7.9  ,N/A  ,1.32m,0.47m,0.59m,0.06m,0.20m,04th Oct 11  
Turok: Evolution    ,PS2,Acclaim Entertainment  ,Acclaim Studios Austin  ,N/A  ,N/A  ,1.31m,0.64m,0.50m,N/A,0.17m,31st Aug 02  
Transformers    ,PS2,Atari  ,Melbourne House  ,7.8  ,N/A  ,1.29m,0.63m,0.49m,N/A,0.16m,11th May 04  
Borderlands: The Handsome Collection    ,PS4,2K Games  ,Gearbox Software  ,N/A  ,N/A  ,1.28m,0.69m,0.34m,0.03m,0.22m,24th Mar 15  
Atlantis    ,2600,Imagic  ,Imagic  ,N/A  ,N/A  ,1.27m,1.18m,0.08m,N/A,0.01m,01st Jan 82  
Hogan's Alley    ,NES,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,1.27m,0.68m,0.16m,0.41m,0.02m,18th Oct 85  
Destiny: The Taken King    ,XOne,Activision  ,Bungie  ,N/A  ,N/A  ,1.27m,0.91m,0.23m,N/A,0.12m,15th Sep 15  
SOCOM: U.S. Navy SEALs Confrontation    ,PS3,Sony Computer Entertainment  ,Slant Six Games  ,6.3  ,N/A  ,1.26m,0.94m,0.17m,0.02m,0.14m,14th Oct 08  
Far Cry 4    ,PS3,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,1.26m,0.35m,0.63m,0.09m,0.19m,18th Nov 14  
Tom Clancy's Rainbow Six: Vegas    ,PS3,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,1.25m,0.47m,0.53m,0.03m,0.22m,26th Jun 07  
Black    ,PS2,Electronic Arts  ,Criterion Games  ,7.7  ,N/A  ,1.25m,1.01m,0.04m,0.03m,0.16m,28th Feb 06  
Ratchet: Deadlocked    ,PS2,Sony Computer Entertainment  ,Insomniac Games  ,N/A  ,N/A  ,1.24m,0.85m,0.03m,0.22m,0.14m,25th Oct 05  
Battlefield: Hardline    ,XOne,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,1.24m,0.73m,0.39m,0.01m,0.11m,17th Mar 15  
Star Wars Battlefront II    ,PSP,LucasArts  ,Savage Entertainment  ,6.9  ,N/A  ,1.22m,1.05m,0.06m,0.01m,0.10m,01st Nov 05  
Max Payne    ,XB,Rockstar Games  ,neo Software  ,8.6  ,N/A  ,1.22m,0.98m,0.19m,N/A,0.05m,12th Dec 01  
Call of Duty: Finest Hour    ,XB,Activision  ,Spark Unlimited  ,N/A  ,N/A  ,1.21m,0.78m,0.40m,N/A,0.04m,16th Nov 04  
Medal of Honor: Airborne    ,PS3,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,1.21m,0.25m,0.70m,0.03m,0.24m,19th Nov 07  
SolarStriker    ,GB,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,1.20m,0.40m,0.39m,0.36m,0.04m,01st Jan 90  
TwinBee    ,NES,Konami  ,Konami  ,N/A  ,N/A  ,1.20m,N/A,N/A,1.20m,N/A,04th Jan 86  
Resident Evil: Operation Raccoon City    ,PS3,Capcom  ,Slant Six Games  ,N/A  ,N/A  ,1.18m,0.48m,0.24m,0.36m,0.10m,20th Mar 12  
Medal of Honor: Warfighter    ,X360,Electronic Arts  ,Danger Close Games  ,N/A  ,N/A  ,1.18m,0.61m,0.46m,0.01m,0.10m,23rd Oct 12  
Gun    ,PS2,Activision  ,Neversoft Entertainment  ,N/A  ,N/A  ,1.17m,0.98m,0.04m,N/A,0.16m,08th Nov 05  
Army of Two    ,PS3,Electronic Arts  ,EA Montreal  ,7.4  ,6.9  ,1.17m,0.74m,0.26m,0.02m,0.15m,07th Mar 08  
Medal of Honor: Rising Sun    ,XB,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,1.17m,0.76m,0.36m,N/A,0.05m,11th Nov 03  
Tom Clancy's Ghost Recon: Jungle Storm    ,PS2,Ubisoft  ,Red Storm Entertainment  ,N/A  ,N/A  ,1.16m,0.57m,0.44m,N/A,0.15m,16th Mar 04  
Jet Force Gemini    ,N64,Rare  ,Rare Ltd.  ,8.1  ,N/A  ,1.16m,0.78m,0.28m,0.07m,0.02m,30th Sep 99  
Medal of Honor Heroes 2    ,PSP,Electronic Arts  ,Team Fusion  ,6.6  ,N/A  ,1.16m,0.50m,0.39m,0.02m,0.25m,13th Nov 07  
Sniper: Ghost Warrior    ,X360,City Interactive  ,City Interactive  ,4.3  ,N/A  ,1.16m,0.54m,0.50m,N/A,0.12m,29th Jun 10  
Bad Boys: Miami Takedown    ,PS2,Crave Entertainment  ,Blitz Games  ,N/A  ,N/A  ,1.15m,0.56m,0.44m,N/A,0.15m,14th Sep 04  
Call of Duty 4: Modern Warfare    ,PC,Activision  ,Infinity Ward  ,9.3  ,N/A  ,1.15m,N/A,1.12m,N/A,0.03m,05th Nov 07  
Asteroids    ,PS,Activision  ,Syrox Developments  ,N/A  ,N/A  ,1.15m,0.64m,0.43m,N/A,0.07m,31st Oct 98  
007: Quantum of Solace    ,PS3,Activision  ,Treyarch  ,6.6  ,N/A  ,1.14m,0.43m,0.51m,0.02m,0.19m,04th Nov 08  
South Park    ,N64,Acclaim Entertainment  ,Iguana Entertainment  ,6.0  ,N/A  ,1.14m,0.90m,0.23m,N/A,0.02m,12th Dec 98  
Plants vs Zombies: Garden Warfare    ,X360,Electronic Arts  ,PopCap Games  ,8.0  ,N/A  ,1.13m,0.54m,0.50m,0.00m,0.09m,25th Feb 14  
Tom Clancy's Rainbow Six 3: Black Arrow    ,XB,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,1.13m,0.99m,0.12m,N/A,0.02m,04th Aug 04  
Moon Patrol    ,2600,Atari  ,Atari  ,N/A  ,N/A  ,1.12m,1.05m,0.06m,N/A,0.01m,01st Jan 83  
SOCOM: U.S. Navy SEALs Fireteam Bravo    ,PSP,Sony Computer Entertainment  ,Zipper Interactive  ,7.9  ,N/A  ,1.12m,1.03m,0.00m,0.01m,0.08m,08th Nov 05  
Call Of Duty 2: Big Red One    ,XB,Activision  ,Treyarch  ,N/A  ,N/A  ,1.12m,0.66m,0.40m,N/A,0.05m,01st Nov 05  
Crackdown 2    ,X360,Microsoft Game Studios  ,Ruffian Games  ,7.5  ,N/A  ,1.12m,0.63m,0.36m,0.02m,0.10m,06th Jul 10  
Counter-Strike    ,XB,Microsoft Game Studios  ,Valve Software  ,N/A  ,N/A  ,1.11m,0.85m,0.23m,N/A,0.04m,18th Nov 03  
Megamania    ,2600,Activision  ,Activision  ,N/A  ,N/A  ,1.10m,1.03m,0.06m,N/A,0.01m,01st Jan 82  
Medal of Honor: Airborne    ,X360,Electronic Arts  ,EA Los Angeles  ,N/A  ,N/A  ,1.10m,0.45m,0.52m,0.01m,0.12m,04th Sep 07  
NERF N-Strike    ,Wii,Electronic Arts  ,EA Salt Lake  ,N/A  ,N/A  ,1.09m,0.91m,0.09m,N/A,0.09m,28th Oct 08  
Star Wars: Bounty Hunter    ,PS2,LucasArts  ,LucasArts  ,N/A  ,N/A  ,1.09m,0.53m,0.42m,N/A,0.14m,22nd Nov 02  
Tom Clancy's Ghost Recon 2    ,PS2,Ubisoft  ,Red Storm Entertainment  ,N/A  ,N/A  ,1.08m,0.64m,0.34m,N/A,0.10m,30th Nov 04  
Star Fox: Assault    ,GC,Nintendo  ,Namco  ,6.6  ,8.5  ,1.08m,0.68m,0.18m,0.19m,0.03m,14th Feb 05  
Call of Duty 3    ,PS2,Activision  ,Treyarch  ,8.2  ,N/A  ,1.07m,0.89m,0.03m,N/A,0.15m,07th Nov 06  
The Orange Box    ,PS3,Electronic Arts  ,EA UK  ,8.7  ,N/A  ,1.07m,0.28m,0.58m,N/A,0.21m,11th Dec 07  
Aliens vs Predator    ,X360,Sega  ,Rebellion Developments  ,6.0  ,N/A  ,1.06m,0.55m,0.40m,N/A,0.11m,16th Feb 10  
Warhawk    ,PS3,Sony Computer Entertainment  ,Incognito Entertainment  ,8.4  ,N/A  ,1.06m,0.49m,0.39m,N/A,0.17m,28th Aug 07  
Mercenaries 2: World in Flames    ,X360,Electronic Arts  ,Pandemic Studios  ,7.1  ,N/A  ,1.06m,0.65m,0.30m,0.01m,0.10m,31st Aug 08  
Call of Duty 4: Modern Warfare    ,DS,Activision  ,n-Space  ,7.3  ,N/A  ,1.05m,0.95m,0.02m,0.01m,0.08m,05th Nov 07  
Resident Evil: The Darkside Chronicles    ,Wii,Capcom  ,"Cavia, inc.  ",7.2  ,N/A  ,1.05m,0.46m,0.31m,0.20m,0.09m,17th Nov 09  
Cosmic Ark    ,2600,Imagic  ,Imagic  ,N/A  ,N/A  ,1.05m,0.99m,0.05m,N/A,0.01m,01st Jan 82  
SOCOM: U.S. Navy SEALs Fireteam Bravo 2    ,PSP,Sony Computer Entertainment  ,Zipper Interactive  ,8.2  ,N/A  ,1.05m,0.81m,0.11m,N/A,0.13m,07th Nov 06  
Defender    ,2600,Atari  ,Atari  ,N/A  ,N/A  ,1.05m,0.99m,0.05m,N/A,0.01m,01st Jan 81  
Aliens vs Predator    ,PS3,Sega  ,Rebellion Developments  ,6.1  ,N/A  ,1.04m,0.41m,0.46m,N/A,0.18m,16th Feb 10  
Prey (2017)    ,PS4,Bethesda Softworks  ,Arkane Studios  ,N/A  ,N/A  ,1.04m,0.25m,0.62m,0.02m,0.16m,05th May 17  
Brink    ,X360,Bethesda Softworks  ,Splash Damage  ,6.8  ,N/A  ,1.04m,0.59m,0.35m,0.01m,0.09m,10th May 11  
Tom Clancy's Ghost Recon Advanced Warfighter 2    ,PS3,Ubisoft  ,Red Storm Entertainment / Ubisoft Paris  ,N/A  ,N/A  ,1.03m,0.34m,0.48m,0.02m,0.19m,23rd Aug 07  
Dead Space 3    ,PS3,Electronic Arts  ,Visceral Games  ,N/A  ,N/A  ,1.02m,0.45m,0.40m,N/A,0.17m,05th Feb 13  
Tom Clancy's Ghost Recon Advanced Warfighter 2    ,X360,Ubisoft  ,Red Storm Entertainment / Ubisoft Paris  ,8.7  ,N/A  ,1.02m,0.87m,0.05m,0.02m,0.08m,06th Mar 07  
Bulletstorm    ,X360,Electronic Arts  ,People Can Fly  ,8.5  ,N/A  ,1.02m,0.61m,0.32m,0.01m,0.08m,22nd Feb 11  
Evolve    ,PS4,2K Games  ,Turtle Rock Studios  ,N/A  ,N/A  ,1.01m,0.38m,0.41m,0.05m,0.16m,10th Feb 15  
NERF N-Strike Elite    ,Wii,Electronic Arts  ,EA Salt Lake  ,7.5  ,N/A  ,1.00m,0.93m,N/A,N/A,0.07m,26th Oct 09  
1942    ,NES,Capcom  ,Capcom  ,N/A  ,N/A  ,1.00m,0.65m,0.14m,0.21m,N/A,01st Nov 86  
Dead Space 3    ,X360,Electronic Arts  ,Visceral Games  ,N/A  ,N/A  ,1.00m,0.64m,0.27m,N/A,0.09m,05th Feb 13  
Haze    ,PS3,Ubisoft  ,Free Radical Design  ,5.6  ,N/A  ,0.99m,0.49m,0.33m,0.02m,0.15m,20th May 08  
Army of Two: The 40th Day    ,X360,Electronic Arts  ,EA Montreal  ,7.1  ,N/A  ,0.99m,0.65m,0.24m,0.00m,0.09m,12th Jan 10  
Sniper Elite V2    ,PS3,505 Games  ,Rebellion Developments  ,7.4  ,N/A  ,0.98m,0.38m,0.40m,0.06m,0.15m,02nd May 12  
Air-Sea Battle    ,2600,Atari  ,Atari  ,N/A  ,N/A  ,0.98m,0.91m,0.06m,N/A,0.01m,01st Jan 77  
Dirge of Cerberus: Final Fantasy VII    ,PS2,Square Enix  ,Square Enix  ,5.8  ,N/A  ,0.97m,0.46m,N/A,0.51m,N/A,15th Aug 06  
Medal of Honor: Underground    ,PS,Electronic Arts  ,DreamWorks Interactive  ,N/A  ,N/A  ,0.97m,0.54m,0.37m,N/A,0.06m,23rd Oct 00  
Tom Clancy's Ghost Recon: Future Soldier    ,PS3,Ubisoft  ,Ubisoft Paris  ,N/A  ,N/A  ,0.96m,0.41m,0.33m,0.09m,0.13m,22nd May 12  
Star Fox 64 3D    ,3DS,Nintendo  ,Nintendo EAD  ,8.0  ,N/A  ,0.96m,0.48m,0.29m,0.13m,0.07m,09th Sep 11  
Star Soldier    ,NES,Taxan  ,Hudson Soft  ,N/A  ,N/A  ,0.96m,0.32m,0.06m,0.57m,0.01m,01st Jan 88  
Lost Planet 2    ,PS3,Capcom  ,Capcom  ,6.6  ,N/A  ,0.95m,0.29m,0.34m,0.20m,0.12m,11th May 10  
Killzone    ,PS2,Sony Computer Entertainment  ,Guerrilla Games  ,6.8  ,N/A  ,0.94m,0.79m,0.03m,N/A,0.13m,02nd Nov 04  
Borderlands 2    ,PC,2K Games  ,Gearbox Software  ,N/A  ,N/A  ,0.94m,0.43m,0.42m,N/A,0.09m,18th Sep 12  
Brothers In Arms: Hell's Highway    ,PS3,Ubisoft  ,Gearbox Software  ,6.0  ,N/A  ,0.94m,0.45m,0.34m,N/A,0.15m,23rd Sep 08  
Operation Flashpoint: Dragon Rising    ,X360,Codemasters  ,Codemasters  ,7.4  ,N/A  ,0.93m,0.36m,0.45m,0.02m,0.10m,06th Oct 09  
007: The World is not Enough    ,PS,Electronic Arts  ,Black Ops Entertainment  ,6.4  ,N/A  ,0.92m,0.51m,0.35m,N/A,0.06m,06th Nov 00  
Overwatch    ,PC,Blizzard Entertainment  ,Blizzard Entertainment  ,9.5  ,N/A  ,0.92m,0.37m,0.48m,N/A,0.07m,24th May 16  
Far Cry 3    ,PC,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.92m,0.22m,0.64m,N/A,0.06m,04th Dec 12  
Crysis 3    ,X360,Electronic Arts  ,Crytek  ,7.6  ,N/A  ,0.92m,0.51m,0.32m,0.01m,0.08m,19th Feb 13  
Crysis 3    ,PS3,Electronic Arts  ,Crytek  ,8.2  ,N/A  ,0.91m,0.26m,0.48m,0.03m,0.14m,19th Feb 13  
Operation Flashpoint: Dragon Rising    ,PS3,Codemasters  ,Codemasters  ,7.3  ,N/A  ,0.91m,0.23m,0.46m,0.05m,0.17m,06th Oct 09  
Homefront    ,PS3,THQ  ,Kaos Studios  ,6.6  ,N/A  ,0.90m,0.32m,0.40m,0.04m,0.15m,15th Mar 11  
SOCOM 4: U.S. Navy SEALs    ,PS3,Sony Computer Entertainment  ,Zipper Interactive  ,7.0  ,N/A  ,0.90m,0.66m,0.12m,0.04m,0.09m,19th Apr 11  
Killzone: Liberation    ,PSP,Sony Computer Entertainment  ,Guerrilla Games  ,7.8  ,N/A  ,0.90m,0.44m,0.28m,N/A,0.19m,31st Oct 06  
Far Cry 4    ,X360,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,0.90m,0.45m,0.37m,N/A,0.08m,18th Nov 14  
Resistance: Retribution    ,PSP,Sony Computer Entertainment  ,SCEA Bend Studio  ,8.0  ,7.6  ,0.90m,0.27m,0.36m,0.05m,0.22m,17th Mar 09  
James Bond 007: Agent Under Fire    ,XB,Electronic Arts  ,EA Redwood Shores  ,N/A  ,N/A  ,0.90m,0.65m,0.22m,N/A,0.03m,26th Mar 02  
Call of Duty: World at War    ,DS,Activision  ,n-Space  ,7.4  ,N/A  ,0.89m,0.56m,0.25m,N/A,0.08m,10th Nov 08  
Call of Juarez: Bound in Blood    ,PS3,Ubisoft  ,Techland  ,7.7  ,N/A  ,0.88m,0.35m,0.38m,0.01m,0.15m,30th Jun 09  
Call of Duty: Modern Warfare 2    ,PC,Activision  ,Infinity Ward  ,9.0  ,N/A  ,0.88m,0.01m,0.79m,N/A,0.08m,10th Nov 09  
Star Wars: Rebel Assault II - The Hidden Empire    ,PS,LucasArts  ,Factor 5  ,N/A  ,N/A  ,0.88m,0.49m,0.33m,N/A,0.06m,30th Nov 96  
Spec Ops: Ranger Elite    ,PS,Take-Two Interactive  ,Runecraft  ,N/A  ,N/A  ,0.87m,0.49m,0.33m,N/A,0.06m,29th Apr 01  
Tom Clancy's Ghost Recon: Island Thunder    ,XB,Ubisoft  ,Red Storm Entertainment  ,N/A  ,N/A  ,0.87m,0.61m,0.24m,N/A,0.03m,06th Aug 03  
Red Faction: Guerrilla    ,X360,THQ  ,Volition Inc.  ,8.4  ,N/A  ,0.87m,0.48m,0.29m,0.01m,0.09m,02nd Jun 09  
Conflict: Desert Storm    ,XB,Gotham Games  ,Pivotal Games  ,N/A  ,N/A  ,0.87m,0.48m,0.37m,N/A,0.02m,30th Sep 02  
Brothers In Arms: Hell's Highway    ,X360,Ubisoft  ,Gearbox Software  ,7.6  ,N/A  ,0.87m,0.47m,0.30m,0.00m,0.09m,23rd Sep 08  
Mercenaries 2: World in Flames    ,PS3,Electronic Arts  ,Pandemic Studios  ,6.0  ,N/A  ,0.87m,0.29m,0.40m,0.02m,0.16m,31st Aug 08  
BioShock: The Collection    ,PS4,2K Games  ,"Blind Squirrel Digital, Inc  ",N/A  ,N/A  ,0.86m,0.41m,0.28m,0.03m,0.14m,13th Sep 16  
Plants vs. Zombies: Garden Warfare 2    ,XOne,Electronic Arts  ,PopCap Games  ,N/A  ,N/A  ,0.86m,0.47m,0.32m,N/A,0.08m,23rd Feb 16  
Until Dawn: Rush of Blood    ,PS4,Sony Interactive Entertainment  ,Supermassive Games Ltd.  ,N/A  ,N/A  ,0.85m,0.50m,0.21m,N/A,0.15m,13th Oct 16  
Army of Two: The 40th Day    ,PS3,Electronic Arts  ,EA Montreal  ,7.1  ,N/A  ,0.85m,0.44m,0.27m,0.01m,0.13m,12th Jan 10  
The House of the Dead: Overkill    ,Wii,Sega  ,Headstrong Games  ,7.9  ,N/A  ,0.85m,0.44m,0.30m,0.02m,0.09m,10th Feb 09  
Sniper Elite V2    ,X360,505 Games  ,Rebellion Developments  ,7.0  ,N/A  ,0.84m,0.46m,0.28m,0.02m,0.08m,01st May 12  
Call of Duty: Modern Warfare 3    ,Wii,Activision  ,Infinity Ward  ,4.5  ,N/A  ,0.83m,0.55m,0.20m,N/A,0.08m,08th Nov 11  
Time Crisis 4    ,PS3,Namco Bandai  ,Bandai Namco Games  ,6.1  ,N/A  ,0.83m,0.32m,0.32m,0.05m,0.14m,20th Nov 07  
