title,link,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating,platform,total_sale,na_sale,pal_sale,japan_sale,other_sale
Retro Atari Classics,/game/ds/retro-atari-classics,16-Mar-05,51,3.7,Taniko,Atari,"Miscellaneous, Compilation, Compilation",E,DS,0.13,0.12,0.00,N/A,0.01
Eragon,/game/pc/eragon,14-Nov-06,51,5.8,Stormfront Studios,Sierra Entertainment,"Action, Role-Playing, Action Adventure, Fantasy, General, Fantasy, Beat-'Em-Up, Japanese-Style, 3D",T,PC,0.16,0.13,0.02,N/A,0.01
Dead to Rights II,/game/playstation-2/dead-to-rights-ii,12-Apr-05,51,4.8,WideScreen Games,Namco,"Action, Shooter, Third-Person, Modern",M,PlayStation 2,0.2,0.10,0.08,N/A,0.03
Conflict: Denied Ops,/game/playstation-3/conflict-denied-ops,12-Feb-08,51,3.1,Pivotal Games,Eidos Interactive,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PlayStation 3,0.19,0.08,0.09,N/A,0.02
Air Conflicts: Secret Wars,/game/playstation-3/air-conflicts-secret-wars,15-Nov-11,51,tbd,Games Farm,Kalypso,"Simulation, Flight, WWII, WWII, Combat",T,PlayStation 3,0.19,0.10,0.06,N/A,0.03
7 Wonders of the Ancient World,/game/psp/7-wonders-of-the-ancient-world,23-Apr-07,51,tbd,MumboJumbo,MumboJumbo,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, General",E,PSP,0.13,0.10,0.01,N/A,0.01
Warriors Orochi,/game/pc/warriors-orochi,25-Mar-08,51,7.4,Omega Force,Koei,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",T,PC,0.87,0.11,0.09,0.64,0.03
Ape Escape Academy,/game/psp/ape-escape-academy,17-Jan-06,51,6.3,Shift,SCEA,"Miscellaneous, Party, Party, Party / Minigame",E10+,PSP,0.33,0.13,0.15,N/A,0.05
Duke Nukem Forever,/game/playstation-3/duke-nukem-forever,10-Jun-11,51,4.8,"Gearbox Software, 3D Realms",2K Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PlayStation 3,0.83,0.52,0.25,N/A,0.07
Bullet Witch,/game/pc/bullet-witch,25-Apr-18,51,5.8,Cavia Inc.,XSEED Games,"Action, Shooter, Third-Person, Arcade",NA,PC,0.1,0.07,0.01,0.02,0.01
Fairytale Fights,/game/xbox-360/fairytale-fights,27-Oct-09,51,5.7,"Playlogic, The Game Factory",Playlogic,"Action, General, General",M,Xbox 360,0.17,0.11,0.04,N/A,0.02
Bionicle,/game/playstation-2/bionicle,20-Oct-03,51,4.4,Argonaut Games,EA Games,"Action, Platformer, 3D",E,PlayStation 2,0.43,0.21,0.17,N/A,0.06
NFL GameDay 2001,/game/playstation-2/nfl-gameday-2001,13-Nov-00,51,tbd,SCEA,SCEA,"Sports, Traditional, Football, Sim",E,PlayStation 2,1,0.56,0.38,N/A,0.07
Action Bass,/game/playstation/action-bass,14-Jul-00,51,tbd,Vingt-et-un Systems,Take-Two Interactive,"Sports, Nature, Fishing",E,PlayStation,1.14,0.64,0.43,N/A,0.07
Super Monkey Ball Adventure,/game/gamecube/super-monkey-ball-adventure,1-Aug-06,51,7,TT Games,Sega,"Action, Platformer, 3D",E,GameCube,0.15,0.12,0.03,N/A,0.00
Racquet Sports,/game/wii/racquet-sports,9-Mar-10,51,8.3,Asobo Studio,Ubisoft,"Sports, Traditional, General, Individual, Tennis, Other, Tennis",E,Wii,0.34,0.11,0.17,N/A,0.06
V-Rally 4,/game/switch/v-rally-4,5-Feb-19,51,5.7,Kylotonn,Bigben Interactive,"Racing, Arcade, Automobile",E,Switch,0.01,0.01,N/A,N/A,0.00
Beowulf: The Game,/game/xbox-360/beowulf-the-game,13-Nov-07,51,4.7,Ubisoft Shanghai,Ubisoft,"Action Adventure, Fantasy, General, Fantasy",M,Xbox 360,0.4,0.36,0.01,N/A,0.03
Superman Returns,/game/xbox/superman-returns,20-Nov-06,51,6.2,EA Tiburon,EA Games,"Action, Beat-'Em-Up",T,Xbox,0.26,0.23,0.01,N/A,0.02
Harry Potter and the Order of the Phoenix,/game/ds/harry-potter-and-the-order-of-the-phoenix,25-Jun-07,51,4.8,Visual Impact,EA Games,"Action Adventure, Fantasy, General, Fantasy",E,DS,0.84,0.28,0.46,N/A,0.10
Eragon,/game/playstation-2/eragon,14-Nov-06,51,7.4,Stormfront Studios,Sierra Entertainment,"Action Adventure, Fantasy",T,PlayStation 2,0.16,0.13,0.02,N/A,0.01
DiRT 2,/game/wii/dirt-2,8-Sep-09,51,5.5,Codemasters,Codemasters,"Driving, Racing, Simulation, Rally / Offroad, Rally / Offroad, Automobile",E10+,Wii,0.99,0.27,0.53,0.00,0.19
NFL GameDay 2002,/game/playstation-2/nfl-gameday-2002,3-Dec-01,51,5.5,Red Zone Entertainment,SCEA,"Sports, Traditional, Football, Sim",E,PlayStation 2,0.4,0.23,0.15,N/A,0.03
Carmageddon: Max Damage,/game/playstation-4/carmageddon-max-damage,5-Jul-16,51,5.7,Stainless Games,Stainless Games,"Racing, Arcade, Automobile",M,PlayStation 4,0.03,0.02,0.01,N/A,0.00
Call of Juarez: The Cartel,/game/pc/call-of-juarez-the-cartel,13-Sep-11,51,3.4,Ubisoft,Ubisoft,"Action, Shooter, Shooter, First-Person, Historic, Modern, Modern, Arcade",M,PC,0.29,0.12,0.12,N/A,0.05
Hospital Tycoon,/game/pc/hospital-tycoon,5-Jun-07,51,3.8,Big Red Software,Codemasters,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",E10+,PC,0.01,N/A,0.01,N/A,0.00
NARC,/game/xbox/narc,22-Mar-05,51,3,Point of View,Midway,"Action Adventure, Modern",M,Xbox,0.36,0.18,0.14,N/A,0.05
Beowulf: The Game,/game/playstation-3/beowulf-the-game,13-Nov-07,51,5,Ubisoft,Ubisoft,"Action Adventure, Fantasy, General, Fantasy",M,PlayStation 3,0.4,0.36,0.01,N/A,0.03
Crusty Demons,/game/xbox/crusty-demons,27-Jun-06,51,6.5,Climax Group,Evolved Games,"Driving, Racing, Motorcycle, Motocross",M,Xbox,0.01,0.01,0.00,N/A,0.00
Serious Sam Advance,/game/game-boy-advance/serious-sam-advance,12-Apr-04,51,7.5,Climax Group,Global Star Software,"Action, Shooter, First-Person, Sci-Fi",M,Game Boy Advance,0.02,0.02,0.01,N/A,0.00
The Lord of the Rings: The Fellowship of the Ring,/game/game-boy-advance/the-lord-of-the-rings-the-fellowship-of-the-ring,25-Sep-02,51,6,Pocket Studios,Sierra Entertainment,"Role-Playing, Console-style RPG",E,Game Boy Advance,1.2,0.59,0.46,N/A,0.15
Jaws Unleashed,/game/xbox/jaws-unleashed,23-May-06,51,6.4,Appaloosa Interactive,Majesco Games,"Action, General",M,Xbox,0.6,0.50,0.02,N/A,0.08
NanoBreaker,/game/playstation-2/nanobreaker,15-Feb-05,51,6.9,KCET,Konami,"Action Adventure, Sci-Fi",M,PlayStation 2,0.06,0.03,0.02,N/A,0.01
Extinction,/game/pc/extinction,9-Apr-18,51,2,Iron Galaxy Studios,Modus Games,"Action Adventure, General",M,PC,0.06,0.05,N/A,N/A,0.01
NBA Live 09 All-Play,/game/wii/nba-live-09-all-play,7-Oct-08,51,5.9,EA Sports,EA Sports,"Sports, Traditional, Team, Basketball, Sim, Sim",E,Wii,0.22,0.19,0.02,N/A,0.02
Murdered: Soul Suspect,/game/xbox-one/murdered-soul-suspect,3-Jun-14,51,7.1,Airtight Games,Square Enix,"Action, Action Adventure, General, Horror, Survival",M,Xbox One,0.33,0.09,0.17,0.02,0.05
Knights Contract,/game/playstation-3/knights-contract,22-Feb-11,51,6.7,Game Republic,Namco Bandai Games,"Action Adventure, Adventure, Fantasy, Third-Person, General, Fantasy, Fantasy",M,PlayStation 3,0.08,0.04,0.03,N/A,0.01
Captain America: Super Soldier,/game/3ds/captain-america-super-soldier,25-Oct-11,51,6.7,High Voltage Software,Sega,"Action, General, General",T,3DS,0.2,0.10,0.07,N/A,0.03
The Revenge of Shinobi,/game/game-boy-advance/the-revenge-of-shinobi,19-Nov-02,51,tbd,3d6 Games,THQ,"Action, Platformer, 2D",E,Game Boy Advance,0.09,0.07,0.02,N/A,0.00
Bodycount,/game/playstation-3/bodycount,30-Aug-11,50,4,Guildford Studio,Codemasters,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PlayStation 3,0.11,0.05,0.05,N/A,0.02
Flashback,/game/xbox-360/flashback,21-Aug-13,50,4.7,Ubisoft,Ubisoft,"General, Action, Platformer, Platformer, 2D, 2D",T,Xbox 360,0.03,0.01,0.02,N/A,0.00
X-Men: The Official Game,/game/ds/x-men-the-official-game,16-May-06,50,7.8,Amaze Entertainment,Activision,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D, 3D",E10+,DS,0.41,0.20,0.16,N/A,0.05
Terminator 3: Rise of the Machines,/game/game-boy-advance/terminator-3-rise-of-the-machines,18-Nov-03,50,tbd,Taniko,Atari,"Action, Shooter, Third-Person, Sci-Fi",T,Game Boy Advance,0.58,0.28,0.22,N/A,0.07
Spirits & Spells,/game/gamecube/spirits-spells,24-Sep-03,50,6,DreamCatcher Interactive,DreamCatcher Interactive,"Action Adventure, Fantasy",E,GameCube,0.02,0.01,0.00,N/A,0.00
He-Man: Power of Grayskull,/game/game-boy-advance/he-man-power-of-grayskull,29-Oct-02,50,tbd,Taniko,TDK Mediactive,"Action, Platformer, 2D",E,Game Boy Advance,0.16,0.11,0.04,N/A,0.00
Men in Black II: Alien Escape,/game/playstation-2/men-in-black-ii-alien-escape,27-Jun-02,50,7.1,Melbourne House,Infogrames,"Action, Shooter, Third-Person, Sci-Fi",T,PlayStation 2,0.5,0.24,0.19,N/A,0.06
Stolen,/game/xbox/stolen,22-Apr-05,50,6.4,Blue 52,Hip Games,"Action Adventure, Modern",T,Xbox,0.04,0.02,0.01,N/A,0.00
X-Blades,/game/playstation-3/x-blades,6-Feb-09,50,6.3,Gaijin Entertainment,SouthPeak Games,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",M,PlayStation 3,0.14,0.10,0.02,0.02,0.01
Invizimals: The Lost Kingdom,/game/playstation-3/invizimals-the-lost-kingdom,30-Sep-14,50,4.9,Magenta Software,SCEA,"Card Battle, Action, Strategy, Miscellaneous, Turn-Based, Platformer, 3D, Card Battle",E10+,PlayStation 3,0.02,N/A,0.02,N/A,0.00
Mark McMorris Infinite Air,/game/playstation-4/mark-mcmorris-infinite-air,25-Oct-16,50,7.3,HB Studios Multimedia,Maximum Games,"Sports, Individual, Ski / Snowboard",T,PlayStation 4,0.06,0.05,N/A,N/A,0.01
Big Mutha Truckers 2,/game/xbox/big-mutha-truckers-2,23-Aug-05,50,3.7,Eutechnyx,THQ,"Driving, Mission-based",M,Xbox,0.2,0.10,0.07,N/A,0.03
Devil May Cry 2,/game/switch/devil-may-cry-2,19-Sep-19,50,8,Capcom,Capcom,"Action Adventure, Linear",M,Switch,1.97,0.71,0.58,0.51,0.17
Spider-Man: Edge of Time,/game/3ds/spider-man-edge-of-time,4-Oct-11,50,6.2,Beenox,Activision,"Action, Adventure, Beat-'Em-Up, Fantasy, Third-Person, Fantasy, 3D",T,3DS,0.25,0.18,0.05,N/A,0.02
Battlezone,/game/xbox-360/battlezone,16-Apr-08,50,tbd,Stainless Games,Atari,"Action, Simulation, Tank, General",E,Xbox 360,0.62,0.58,0.03,N/A,0.01
Bubble Bobble Double Shot,/game/ds/bubble-bobble-double-shot,3-Mar-08,50,4.4,Marvelous Entertainment,Ignition Entertainment,"Action, Platformer, Platformer, 2D, 2D",E,DS,0.04,0.03,0.00,N/A,0.00
Minority Report: Everybody Runs,/game/playstation-2/minority-report-everybody-runs,18-Nov-02,50,5.3,Treyarch,Activision,"Action, Shooter, Third-Person, Sci-Fi",T,PlayStation 2,0.41,0.20,0.15,N/A,0.05
Disney's Magical Mirror Starring Mickey Mouse,/game/gamecube/disneys-magical-mirror-starring-mickey-mouse,13-Aug-02,50,7.8,Capcom,Nintendo,"Adventure, Third-Person, Fantasy",E,GameCube,0.19,0.15,0.04,N/A,0.01
Spyro: Shadow Legacy,/game/ds/spyro-shadow-legacy,18-Oct-05,50,5.3,Amaze Entertainment,VU Games,"Action Adventure, Fantasy, General, Fantasy",E,DS,0.16,0.14,0.01,N/A,0.01
A Witch's Tale,/game/ds/a-witchs-tale,13-Oct-09,50,7,"Nippon Ichi Software, Hit Maker",NIS America,"Role-Playing, General, General",E10+,DS,0.11,0.08,N/A,0.03,0.01
AereA,/game/xbox-one/aerea,30-Jun-17,50,4,"Triangle Studios, Soedesco",Soedesco,"Role-Playing, Action RPG",E10+,Xbox One,0.03,0.02,N/A,N/A,0.00
X-Blades,/game/xbox-360/x-blades,6-Feb-09,50,6,Gaijin Entertainment,SouthPeak Games,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",M,Xbox 360,0.14,0.10,0.02,0.02,0.01
Hurry Up Hedgehog!,/game/ds/hurry-up-hedgehog!,16-Jun-09,50,tbd,Ivolgamus,Oxygen Interactive,"Miscellaneous, Board Games, Board Games, Board / Card Game",E10+,DS,0.02,0.02,N/A,N/A,0.00
Funky Barn,/game/wii-u/funky-barn,18-Nov-12,50,5.6,Tantalus,505 Games,"Simulation, General, General, Virtual, Virtual Life",E,Wii U,0.12,0.07,0.04,N/A,0.01
The Incredible Hulk,/game/ds/the-incredible-hulk,5-Jun-08,50,tbd,Amaze Entertainment,Sega,"Action, General, General",E10+,DS,0.56,0.40,0.15,N/A,0.01
Galerians: Ash,/game/playstation-2/galerians-ash,3-Feb-03,50,8.1,Polygon Magic,Sammy Studios,"Action Adventure, Horror",T,PlayStation 2,0.07,0.03,0.03,N/A,0.01
Dino Stalker,/game/playstation-2/dino-stalker,9-Sep-02,50,5.8,Capcom,Capcom,"Action, Shooter, Light Gun",M,PlayStation 2,0.22,0.07,0.06,0.08,0.02
Start the Party! Save the World,/game/playstation-3/start-the-party!-save-the-world,6-Mar-12,50,2.8,Supermassive Games,SCEA,"Miscellaneous, Party, Party, Party / Minigame",E10+,PlayStation 3,0.1,N/A,0.08,N/A,0.02
Pirates: Duels on the High Seas,/game/ds/pirates-duels-on-the-high-seas,14-May-09,50,tbd,Oxygen Interactive,Oxygen Interactive,"Action, General, General",E,DS,0.03,0.03,0.00,N/A,0.00
Empire Earth III,/game/pc/empire-earth-iii,6-Nov-07,50,3.1,Mad Doc Software,Sierra Entertainment,"Strategy, Real-Time, Historic, General, Historic",T,PC,0.04,N/A,0.03,N/A,0.00
Agatha Christie: And Then There Were None,/game/wii/agatha-christie-and-then-there-were-none,25-Feb-08,50,6.2,AWE Games,The Adventure Company,"Adventure, 3D, Point-and-Click, Modern, Third-Person, Modern",T,Wii,0.07,0.06,0.01,N/A,0.01
Yaiba: Ninja Gaiden Z,/game/xbox-360/yaiba-ninja-gaiden-z,18-Mar-14,50,5.2,"Spark Unlimited, comcept",Team Ninja,"Horror, Action Adventure, General, Horror, Survival, Linear",M,Xbox 360,0.09,0.05,0.03,N/A,0.02
Ford Racing 3,/game/playstation-2/ford-racing-3,22-Mar-05,50,7.2,Razorworks Studios,2K Games,"Driving, Racing, GT / Street",E,PlayStation 2,0.26,0.13,0.10,N/A,0.03
Ford Bold Moves Street Racing,/game/playstation-2/ford-bold-moves-street-racing,26-Sep-06,50,4.6,Razorworks Studios,Eidos Interactive,"Driving, Racing, GT / Street",E,PlayStation 2,0.04,0.04,0.00,N/A,0.00
Sonic Adventure,/game/playstation-3/sonic-adventure,21-Sep-10,50,7.3,Sonic Team,Sega,"Action, Platformer, Platformer, 3D, 3D",E,PlayStation 3,2.42,1.26,0.61,0.46,0.08
Night at the Museum: Battle of the Smithsonian,/game/xbox-360/night-at-the-museum-battle-of-the-smithsonian,5-May-09,50,7.1,"Majesco Games, Majesco",Majesco Games,"Action, Action Adventure, Adventure, General, General, 3D, Linear, First-Person",E10+,Xbox 360,0.33,0.12,0.18,N/A,0.04
NARC,/game/playstation-2/narc,22-Mar-05,50,7,Point of View,Midway,"Action Adventure, Modern",M,PlayStation 2,0.36,0.18,0.14,N/A,0.05
Syberia,/game/playstation-3/syberia,2-Dec-14,50,7.2,Anuman Interactive,Nordic Games Publishing,"Adventure, 3D, Third-Person, Fantasy",T,PlayStation 3,0.13,0.10,0.02,N/A,0.01
Trapped Dead,/game/pc/trapped-dead,25-Feb-11,50,4.6,"Headup Games, Crenetic Studios",Meridian4,"Strategy, Real-Time, Sci-Fi",NA,PC,0.02,N/A,0.02,N/A,0.00
Need for Speed: Hot Pursuit,/game/wii/need-for-speed-hot-pursuit,16-Nov-10,50,4.3,Exient Entertainment,Electronic Arts,"Driving, Racing, Arcade, Arcade, Automobile",E10+,Wii,2.81,1.05,1.24,0.03,0.49
Guitar Hero: Van Halen,/game/wii/guitar-hero-van-halen,22-Dec-09,50,5.2,Neversoft Entertainment,Activision,"Action, Miscellaneous, Rhythm, Music, Music",T,Wii,0.3,0.16,0.10,N/A,0.03
Twin Strike: Operation Thunder,/game/wii/twin-strike-operation-thunder,28-Oct-08,50,7.7,Naps Team,DSI Games,"Action, Shooter, Shooter, Scrolling, Scrolling",E10+,Wii,0.04,0.04,N/A,N/A,0.00
B-Boy,/game/psp/b-boy,23-Sep-08,50,8.1,FreeStyleGames,Evolved Games,"Action, Miscellaneous, Rhythm, Dancing, Dancing",T,PSP,0.05,0.04,0.00,N/A,0.00
Two Worlds,/game/xbox-360/two-worlds,23-Aug-07,50,5.4,Reality Pump,SouthPeak Games,"Role-Playing, Third-Person, Third-Person, General",M,Xbox 360,0.7,0.41,0.22,N/A,0.07
Legends of Wrestling,/game/gamecube/legends-of-wrestling,27-May-02,50,6.8,Acclaim,Acclaim,"Action, Fighting, Wrestling",T,GameCube,0.76,0.37,0.29,N/A,0.10
Dragon Rage,/game/playstation-2/dragon-rage,27-Nov-01,50,6.3,3DO,3DO,"Action, Shooter, Third-Person, Fantasy",T,PlayStation 2,0.06,0.03,0.02,N/A,0.01
NeverDead,/game/playstation-3/neverdead,31-Jan-12,50,4.9,Rebellion,Konami,"Action Adventure, Horror, Horror, Survival",M,PlayStation 3,0.13,0.06,0.04,0.01,0.02
Deca Sports,/game/wii/deca-sports,13-May-08,50,5.4,CAProduction,Konami,"Sports, Olympic Sports, Olympic Sports, Individual, Athletics",E,Wii,2.5,1.11,0.86,0.29,0.25
Samurai Warriors 2: Xtreme Legends,/game/playstation-2/samurai-warriors-2-xtreme-legends,18-Mar-08,50,8,Koei,Koei,"Action, Beat-'Em-Up",T,PlayStation 2,0.09,0.04,0.03,N/A,0.01
Valhalla Knights 2,/game/psp/valhalla-knights-2,1-Oct-08,50,5.8,K2,XSEED Games,"Role-Playing, Action RPG, Action RPG",E10+,PSP,0.23,0.09,0.00,0.12,0.01
Marvel Avengers: Battle for Earth,/game/wii-u/marvel-avengers-battle-for-earth,4-Dec-12,50,5.2,Ubisoft Quebec,Ubisoft,"Action, General, General",T,Wii U,0.12,0.06,0.05,N/A,0.01
Record of Agarest War Zero,/game/playstation-3/record-of-agarest-war-zero,14-Jun-11,50,6.3,Compile Heart,Aksys Games,"Strategy, Turn-Based, Fantasy, Fantasy, Tactics",T,PlayStation 3,0.13,0.09,N/A,0.03,0.01
Tom Clancy's Splinter Cell: Chaos Theory,/game/ds/tom-clancys-splinter-cell-chaos-theory,28-Jun-05,50,7.2,Gameloft,Ubisoft,"Action Adventure, Modern, General, Modern",T,DS,1.11,0.68,0.38,N/A,0.05
Vampire Moon: The Mystery of the Hidden Sun,/game/ds/vampire-moon-the-mystery-of-the-hidden-sun,12-Oct-10,50,tbd,City Interactive,City Interactive,"Miscellaneous, Puzzle, Puzzle, Hidden Object, General, Puzzle, General",E,DS,0.13,0.12,0.01,N/A,0.01
Legendary,/game/playstation-3/legendary,4-Nov-08,50,7.2,Spark Unlimited,Gamecock Media Group,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",M,PlayStation 3,0.26,0.08,0.15,N/A,0.03
Legendary,/game/pc/legendary,18-Nov-08,50,6.4,Spark Unlimited,Gamecock Media Group,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",M,PC,0.26,0.08,0.15,N/A,0.03
Family Guy,/game/playstation-2/family-guy,16-Oct-06,50,5.7,High Voltage Software,2K Games,"Adventure, General",M,PlayStation 2,0.19,0.18,0.00,N/A,0.02
Marvel: Ultimate Alliance 2,/game/wii/marvel-ultimate-alliance-2,15-Sep-09,50,5.7,n-Space,Activision,"Role-Playing, Action RPG, Action RPG",T,Wii,0.9,0.68,0.15,N/A,0.08
Planet 51,/game/playstation-3/planet-51,17-Nov-09,50,tbd,Pyro Studios,Sega,"Action, General, General",E,PlayStation 3,0.39,0.22,0.14,N/A,0.04
Soldier of Fortune: Payback,/game/playstation-3/soldier-of-fortune-payback,19-Nov-07,50,5.2,Cauldron Ltd.,Activision Value,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PlayStation 3,0.2,0.18,0.00,N/A,0.02
Whiteout,/game/playstation-2/whiteout,24-Nov-02,50,tbd,Vicarious Visions,Konami,"Driving, Racing, Snow / Water",T,PlayStation 2,0.03,0.02,0.01,N/A,0.00
WTA Tour Tennis,/game/playstation-2/wta-tour-tennis,26-Mar-02,50,tbd,Konami,Konami,"Sports, Traditional, Tennis",E,PlayStation 2,0.05,0.03,0.02,N/A,0.01
Baroque,/game/wii/baroque,8-Apr-08,50,8.3,Sting,Atlus,"Role-Playing, General, Action RPG, Roguelike",T,Wii,0.13,0.05,0.04,0.02,0.01
50 Cent: Bulletproof,/game/xbox/50-cent-bulletproof,17-Nov-05,50,5.6,Genuine Games,VU Games,"Action Adventure, Modern",M,Xbox,1.77,0.85,0.76,N/A,0.16
Spider-Man 3,/game/playstation-2/spider-man-3,4-May-07,50,6.7,Vicarious Visions,Activision,"Action, Platformer, 3D",T,PlayStation 2,0.9,0.74,0.03,0.01,0.12
Rayman Arena,/game/xbox/rayman-arena,24-Sep-02,50,tbd,Ubisoft,Ubisoft,"Driving, Racing, On-foot",E,Xbox,0.6,0.29,0.23,N/A,0.08
Cars,/game/game-boy-advance/cars,6-Jun-06,50,5,Helixe,THQ,"Driving, Mission-based",E,Game Boy Advance,1.21,1.01,0.04,N/A,0.16
Adrenalin Misfits,/game/xbox-360/adrenalin-misfits,4-Nov-10,50,tbd,Konami,Konami,"Action, General, Sports, Alternative, Individual, Snowboarding, Snowboarding, Ski / Snowboard",E,Xbox 360,0.14,0.12,0.02,N/A,0.01
X-Men: The Official Game,/game/gamecube/x-men-the-official-game,16-May-06,50,6.3,Hypnos,Activision,"Action, Beat-'Em-Up",T,GameCube,0.41,0.20,0.16,N/A,0.05
Celebrity Sports Showdown,/game/wii/celebrity-sports-showdown,23-Oct-08,50,5,EA Canada,Electronic Arts,"Sports, General, General",E,Wii,0.45,0.18,0.22,N/A,0.05
ShellShock: Nam '67,/game/pc/shellshock-nam-67,14-Sep-04,50,4.1,Guerrilla,Eidos Interactive,"Action, Shooter, Shooter, Third-Person, Historic, Historic, Arcade",M,PC,0.22,0.16,0.05,N/A,0.01
X-Men: Destiny,/game/playstation-3/x-men-destiny,27-Sep-11,50,5,Silicon Knights,Activision,"Action, Beat-'Em-Up, Beat-'Em-Up, 3D",T,PlayStation 3,0.24,0.14,0.07,N/A,0.03
SWAT: Target Liberty,/game/psp/swat-target-liberty,16-Oct-07,50,6.2,3G Studios,Sierra Entertainment,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",T,PSP,0.04,0.03,0.00,N/A,0.00
Soldier of Fortune: Payback,/game/xbox-360/soldier-of-fortune-payback,13-Nov-07,50,5.4,Cauldron Ltd.,Activision Value,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,Xbox 360,0.2,0.18,0.00,N/A,0.02
Fishing Sim World,/game/playstation-4/fishing-sim-world,18-Sep-18,50,tbd,Dovetail Games,Maximum Games,"Sports, Individual, Nature, Fishing",E,PlayStation 4,0.05,0.04,N/A,N/A,0.01
The Sims 2: Apartment Pets,/game/ds/the-sims-2-apartment-pets,26-Aug-08,50,2.2,Full Fat,Electronic Arts,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",E,DS,0.69,0.31,0.30,N/A,0.07
Adventure Time: Pirates of the Enchiridion,/game/switch/adventure-time-pirates-of-the-enchiridion,17-Jul-18,50,5.5,"Bandai Namco Games, Climax Studios",Bandai Namco Games,"Action Adventure, Open-World",E10+,Switch,0.04,0.04,N/A,N/A,0.00
Rugby World Cup 2011,/game/playstation-3/rugby-world-cup-2011,6-Sep-11,50,5.6,HB Studios Multimedia,505 Games,"Sports, Alternative, Team, Rugby, Rugby",E,PlayStation 3,0.32,N/A,0.25,N/A,0.07
Backyard Wrestling: Don't Try This at Home,/game/xbox/backyard-wrestling-dont-try-this-at-home,9-Oct-03,50,5,Paradox Development,Eidos Interactive,"Action, Fighting, Wrestling",M,Xbox,0.6,0.30,0.23,N/A,0.08
My Horse & Me,/game/wii/my-horse-me,5-Feb-08,49,6.9,W!Games,Atari,"Sports, Alternative, Individual, Other, Other, Horse Racing",E,Wii,0.36,0.33,0.00,N/A,0.03
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,/game/playstation-2/codename-kids-next-door-operation-videogame,11-Oct-05,49,8.2,High Voltage Software,Global Star Software,"Action, Platformer, 3D",E10+,PlayStation 2,0.1,0.05,0.04,N/A,0.01
Teenage Mutant Ninja Turtles 2: Battle Nexus,/game/gamecube/teenage-mutant-ninja-turtles-2-battle-nexus,19-Oct-04,49,5.8,Konami,Konami,"Action, Beat-'Em-Up",T,GameCube,0.44,0.22,0.17,N/A,0.06
Final Fantasy XIV Online,/game/pc/final-fantasy-xiv-online,22-Sep-10,49,3.9,Square Enix,Square Enix,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy",T,PC,1.58,0.93,0.48,N/A,0.16
MLB Front Office Manager,/game/playstation-3/mlb-front-office-manager,26-Jan-09,49,6.5,Blue Castle Games,2K Sports,"Sports, Traditional, Team, Baseball, Management, Management, Sim",E,PlayStation 3,0.08,0.07,N/A,N/A,0.01
Yaiba: Ninja Gaiden Z,/game/pc/yaiba-ninja-gaiden-z,21-Mar-14,49,5.9,"Spark Unlimited, comcept",Tecmo Koei Games,"Action Adventure, General, Horror, Survival, Linear",M,PC,0.09,0.05,0.03,N/A,0.02
Marvel Super Hero Squad,/game/wii/marvel-super-hero-squad,20-Oct-09,49,6.1,Blue Tongue Entertainment,THQ,"Action, Adventure, General, General, Beat-'Em-Up, 3D",E10+,Wii,0.41,0.36,0.02,N/A,0.03
