title,link,release_date,meta_score,user_score,developer,publisher,genre,esrb_rating,platform,total_sale,na_sale,pal_sale,japan_sale,other_sale
The Legend of Zelda: The Wind Waker,/game/gamecube/the-legend-of-zelda-the-wind-waker,24-Mar-03,96,9,Nintendo,Nintendo,"Action Adventure, Fantasy",E,GameCube,4.6,2.60,0.99,0.89,0.13
Gran Turismo,/game/playstation/gran-turismo,30-Apr-98,96,8.7,Polyphony Digital,SCEA,"Driving, Racing, GT / Street",E,PlayStation,10.95,4.02,3.87,2.54,0.52
BioShock,/game/pc/bioshock,21-Aug-07,96,8.6,"Irrational Games, 2K Marin",2K Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,2.83,1.65,0.85,0.05,0.28
Metal Gear Solid 2: Sons of Liberty,/game/playstation-2/metal-gear-solid-2-sons-of-liberty,12-Nov-01,96,8.8,KCEJ,Konami,"Action Adventure, Modern",M,PlayStation 2,6.05,2.45,2.01,0.87,0.72
Grand Theft Auto: San Andreas,/game/playstation-2/grand-theft-auto-san-andreas,26-Oct-04,95,9.1,Rockstar North,Rockstar Games,"Action Adventure, Modern",M,PlayStation 2,20.81,9.43,0.40,0.41,10.57
Grand Theft Auto: Vice City,/game/playstation-2/grand-theft-auto-vice-city,27-Oct-02,95,8.8,Rockstar North,Rockstar Games,"Action Adventure, Modern",M,PlayStation 2,16.15,8.41,5.49,0.47,1.78
LittleBigPlanet,/game/playstation-3/littlebigplanet,27-Oct-08,95,6.8,"SCE/WWS, Media Molecule",SCEA,"Action, Platformer, Platformer, 3D, 2D, 3D",E,PlayStation 3,5.85,2.80,2.01,0.17,0.87
Red Dead Redemption,/game/playstation-3/red-dead-redemption,18-May-10,95,8.9,Rockstar San Diego,Rockstar Games,"Action, Shooter, Third-Person, Historic, Action Adventure, Historic, Historic, Open-World",M,PlayStation 3,6.57,2.82,2.58,0.17,1.00
Gran Turismo 3: A-Spec,/game/playstation-2/gran-turismo-3-a-spec,9-Jul-01,95,8.4,Polyphony Digital,SCEA,"Driving, Racing, GT / Street",E,PlayStation 2,14.98,6.85,5.09,1.87,1.16
Halo 2,/game/xbox/halo-2,9-Nov-04,95,8.4,Bungie Software,Microsoft Game Studios,"Action, Shooter, First-Person, Sci-Fi",M,Xbox,8.49,6.82,1.53,0.05,0.08
The Legend of Zelda: A Link to the Past,/game/game-boy-advance/the-legend-of-zelda-a-link-to-the-past,3-Dec-02,95,9,Capcom,Nintendo,"Action Adventure, Fantasy",E,Game Boy Advance,4.61,2.42,0.91,1.15,0.13
The Legend of Zelda: Majora's Mask,/game/nintendo-64/the-legend-of-zelda-majoras-mask,25-Oct-00,95,9.2,Nintendo,Nintendo,"Action Adventure, Fantasy",E,Nintendo 64,3.36,1.90,0.67,0.73,0.06
The Last of Us,/game/playstation-3/the-last-of-us,14-Jun-13,95,9.2,Naughty Dog,SCEA,"Modern, Adventure, General, Action Adventure, General, Modern",M,PlayStation 3,6.27,2.41,2.57,0.29,0.99
The Legend of Zelda: Twilight Princess,/game/wii/the-legend-of-zelda-twilight-princess,19-Nov-06,95,8.9,Nintendo,Nintendo,"Action Adventure, Fantasy, General, Fantasy, Open-World",T,Wii,7.18,3.74,2.16,0.60,0.69
Madden NFL 2003,/game/playstation-2/madden-nfl-2003,12-Aug-02,95,7.5,EA Sports,EA Sports,"Sports, Traditional, Football, Sim",E,PlayStation 2,4.14,3.36,0.21,0.01,0.56
Tony Hawk's Pro Skater 2,/game/game-boy-advance/tony-hawks-pro-skater-2,30-May-01,95,6.8,Vicarious Visions,Activision,"Sports, Alternative, Skateboarding",E,Game Boy Advance,4.68,3.05,1.41,0.02,0.20
The Last of Us Remastered,/game/playstation-4/the-last-of-us-remastered,29-Jul-14,95,9.2,Naughty Dog,SCEA,"Action Adventure, General, Modern",M,PlayStation 4,6.77,2.70,2.86,0.11,1.10
Portal 2,/game/pc/portal-2,18-Apr-11,95,9.1,Valve Software,Valve Software,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",E10+,PC,2.08,1.41,0.49,0.01,0.17
Red Dead Redemption,/game/xbox-360/red-dead-redemption,18-May-10,95,9,Rockstar San Diego,Rockstar Games,"Action, Action Adventure, Shooter, Historic, Historic, Open-World, Third-Person, Historic",M,Xbox 360,6.57,2.82,2.58,0.17,1.00
Portal 2,/game/xbox-360/portal-2,19-Apr-11,95,8.7,Valve Software,Valve Software,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",E10+,Xbox 360,2.08,1.41,0.49,0.01,0.17
Metal Gear Solid V: The Phantom Pain,/game/xbox-one/metal-gear-solid-v-the-phantom-pain,1-Sep-15,95,7.4,"Kojima Productions, Moby Dick Studio",Konami,"Modern, Modern, Action Adventure, Open-World",M,Xbox One,3.04,0.97,1.15,0.50,0.42
Portal 2,/game/playstation-3/portal-2,19-Apr-11,95,8.5,Valve Software,Valve Software,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",E10+,PlayStation 3,2.08,1.41,0.49,0.01,0.17
World of Goo,/game/wii/world-of-goo,13-Oct-08,94,8.7,2D Boy,2D Boy,"Miscellaneous, Puzzle, Action, Puzzle, General, Puzzle, General",E,Wii,0.03,N/A,0.03,N/A,0.01
The Elder Scrolls V: Skyrim,/game/pc/the-elder-scrolls-v-skyrim,10-Nov-11,94,8.3,Bethesda Game Studios,Bethesda Softworks,"Role-Playing, First-Person, First-Person, Western-Style",M,PC,8.88,5.10,2.83,0.10,0.85
BioShock Infinite,/game/playstation-3/bioshock-infinite,26-Mar-13,94,8.5,Irrational Games,2K Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PlayStation 3,1.97,1.22,0.55,0.02,0.18
Final Fantasy IX,/game/playstation/final-fantasy-ix,13-Nov-00,94,9,SquareSoft,Square EA,"Role-Playing, Console-style RPG",T,PlayStation,5.3,1.62,0.77,2.78,0.14
Call of Duty: Modern Warfare 2,/game/playstation-3/call-of-duty-modern-warfare-2,10-Nov-09,94,6.6,Infinity Ward,Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PlayStation 3,13.53,8.54,3.63,0.08,1.28
God of War,/game/playstation-4/god-of-war,20-Apr-18,94,9.2,SCE Santa Monica,Sony Interactive Entertainment,"Action Adventure, Linear",M,PlayStation 4,4.45,2.71,1.29,0.02,0.43
Tony Hawk's Pro Skater 4,/game/playstation-2/tony-hawks-pro-skater-4,23-Oct-02,94,8.4,Neversoft Entertainment,Activision,"Sports, Alternative, Skateboarding",T,PlayStation 2,3.67,2.13,1.18,0.01,0.35
Devil May Cry,/game/playstation-2/devil-may-cry,16-Oct-01,94,8.6,Capcom,Capcom,"Action Adventure, Fantasy",M,PlayStation 2,2.99,1.36,0.86,0.64,0.13
Call of Duty 4: Modern Warfare,/game/playstation-3/call-of-duty-4-modern-warfare,5-Nov-07,94,8.4,Infinity Ward,Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PlayStation 3,9.41,5.98,2.39,0.13,0.91
Madden NFL 2002,/game/playstation-2/madden-nfl-2002,19-Aug-01,94,7.3,EA Sports,EA Sports,"Sports, Traditional, Football, Sim",E,PlayStation 2,3.08,2.50,0.16,0.01,0.42
Batman: Arkham City,/game/xbox-360/batman-arkham-city,18-Oct-11,94,8.7,Rocksteady Studios,Warner Bros. Interactive Entertainment,"Action Adventure, Fantasy, Fantasy, Open-World",T,Xbox 360,5.54,2.72,1.89,0.11,0.82
Mass Effect 2,/game/pc/mass-effect-2,26-Jan-10,94,8.9,BioWare,Electronic Arts,"Role-Playing, Action RPG, Action RPG",M,PC,3.1,1.99,0.81,0.03,0.27
The Legend of Zelda: Ocarina of Time 3D,/game/3ds/the-legend-of-zelda-ocarina-of-time-3d,19-Jun-11,94,9,GREZZO,Nintendo,"Miscellaneous, Action Adventure, Fantasy, Fantasy, Compilation, Open-World",E10+,3DS,2,1.42,0.01,0.56,N/A
Chrono Cross,/game/playstation/chrono-cross,15-Aug-00,94,8.8,SquareSoft,Square EA,"Role-Playing, Console-style RPG",T,PlayStation,1.86,0.62,0.42,0.69,0.12
BioShock,/game/playstation-3/bioshock,21-Oct-08,94,8.8,"Digital Extremes, 2K Marin",2K Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PlayStation 3,2.83,1.65,0.85,0.05,0.28
Mass Effect 2,/game/playstation-3/mass-effect-2,17-Jan-11,94,8.6,BioWare,Electronic Arts,"Role-Playing, Action RPG, Action RPG",M,PlayStation 3,3.1,1.99,0.81,0.03,0.27
Grand Theft Auto: Vice City,/game/pc/grand-theft-auto-vice-city,12-May-03,94,8.8,Rockstar North,Rockstar Games,"Action Adventure, Modern, Modern, Open-World",M,PC,16.15,8.41,5.49,0.47,1.78
Madden NFL 2004,/game/playstation-2/madden-nfl-2004,12-Aug-03,94,8.2,EA Tiburon,EA Sports,"Sports, Traditional, Football, Sim",E,PlayStation 2,5.23,4.26,0.26,0.01,0.71
Gears of War,/game/xbox-360/gears-of-war,7-Nov-06,94,8.3,Epic Games,Microsoft Game Studios,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",M,Xbox 360,6.09,3.54,1.88,0.07,0.60
The Elder Scrolls IV: Oblivion,/game/xbox-360/the-elder-scrolls-iv-oblivion,20-Mar-06,94,8.7,Bethesda Softworks,2K Games,"Role-Playing, First-Person, First-Person, Western-Style",M,Xbox 360,4.47,2.89,1.03,0.13,0.41
Quake,/game/pc/quake,22-Jun-96,94,8.8,id Software,id Software,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,0.19,0.15,0.04,N/A,0.00
Call of Duty 4: Modern Warfare,/game/xbox-360/call-of-duty-4-modern-warfare,5-Nov-07,94,8.5,Infinity Ward,Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,Xbox 360,9.41,5.98,2.39,0.13,0.91
BioShock Infinite,/game/pc/bioshock-infinite,25-Mar-13,94,8.6,Irrational Games,2K Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,1.97,1.22,0.55,0.02,0.18
Halo 3,/game/xbox-360/halo-3,25-Sep-07,94,8,"Bungie Software, Bungie",Microsoft Game Studios,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,Xbox 360,12.13,7.97,2.81,0.13,1.21
Ninja Gaiden Black,/game/xbox/ninja-gaiden-black,20-Sep-05,94,8.8,Team Ninja,Tecmo,"Action Adventure, Fantasy",M,Xbox,0.09,0.07,0.02,N/A,0.00
The Elder Scrolls IV: Oblivion,/game/pc/the-elder-scrolls-iv-oblivion,20-Mar-06,94,8.1,Bethesda Softworks,2K Games,"Role-Playing, First-Person, First-Person, Western-Style",M,PC,4.47,2.89,1.03,0.13,0.41
Street Fighter IV,/game/playstation-3/street-fighter-iv,17-Feb-09,94,7.4,Capcom,Capcom,"Action, Fighting, Fighting, 3D, 2D, 3D",T,PlayStation 3,4.19,2.04,1.05,0.59,0.52
Super Mario Advance 4: Super Mario Bros. 3,/game/game-boy-advance/super-mario-advance-4-super-mario-bros-3,21-Oct-03,94,8.9,Nintendo,Nintendo,"Action, Platformer, 2D",E,Game Boy Advance,5.2,2.93,1.25,0.83,0.20
Jet Grind Radio,/game/dreamcast/jet-grind-radio,30-Oct-00,94,8.1,Smilebit,Sega,"Action, Platformer, 3D",T,Dreamcast,0.03,0.02,0.01,N/A,0.00
Metal Gear Solid,/game/playstation/metal-gear-solid,21-Oct-98,94,9.2,KCEJ,Konami,"Action Adventure, Modern",M,PlayStation,6.03,3.18,1.83,0.78,0.24
Burnout 3: Takedown,/game/xbox/burnout-3-takedown,7-Sep-04,94,7.7,Criterion Games,EA Games,"Driving, Racing, Arcade",T,Xbox,2.68,1.23,1.11,N/A,0.34
Diablo,/game/pc/diablo,31-Dec-96,94,8.7,Blizzard Entertainment,Blizzard Entertainment,"Role-Playing, Action RPG, Action RPG",M,PC,1.59,0.01,1.58,N/A,N/A
Metal Gear Solid 3: Subsistence,/game/playstation-2/metal-gear-solid-3-subsistence,14-Mar-06,94,9,Aspect,Konami,"Action Adventure, Modern",M,PlayStation 2,0.55,0.34,0.01,0.15,0.06
Call of Duty: Modern Warfare 2,/game/xbox-360/call-of-duty-modern-warfare-2,10-Nov-09,94,6.5,Infinity Ward,Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,Xbox 360,13.53,8.54,3.63,0.08,1.28
Metal Gear Solid 4: Guns of the Patriots,/game/playstation-3/metal-gear-solid-4-guns-of-the-patriots,12-Jun-08,94,8.8,Kojima Productions,Konami,"Action Adventure, Modern, General, Modern",M,PlayStation 3,6,2.63,1.72,0.83,0.81
NCAA Football 2004,/game/playstation-2/ncaa-football-2004,16-Jul-03,94,8.3,EA Sports,EA Sports,"Sports, Traditional, Football, Sim",E,PlayStation 2,1.67,1.35,0.09,N/A,0.23
God of War,/game/playstation-2/god-of-war,22-Mar-05,94,8.9,SCE Santa Monica,SCEA,"Action Adventure, Fantasy",M,PlayStation 2,4.45,2.71,1.29,0.02,0.43
Star Wars: Knights of the Old Republic,/game/xbox/star-wars-knights-of-the-old-republic,17-Jul-03,94,9.1,BioWare,LucasArts,"Role-Playing, Third-Person",T,Xbox,2.19,1.68,0.44,N/A,0.08
Sid Meier's Civilization IV,/game/pc/sid-meiers-civilization-iv,25-Oct-05,94,8.3,Firaxis Games,2K Games,"Strategy, Turn-Based, Historic, Historic, 4X",E10+,PC,0.16,0.02,0.12,N/A,0.02
Madden NFL 2004,/game/gamecube/madden-nfl-2004,12-Aug-03,94,7.1,EA Tiburon,EA Sports,"Sports, Traditional, Football, Sim",E,GameCube,5.23,4.26,0.26,0.01,0.71
Virtua Fighter 4,/game/playstation-2/virtua-fighter-4,17-Mar-02,94,8.1,Sega AM2,Sega,"Action, Fighting, 3D",T,PlayStation 2,1.81,0.78,0.44,0.56,0.04
Super Mario 64,/game/nintendo-64/super-mario-64,26-Sep-96,94,9.2,Nintendo,Nintendo,"Action, Platformer, 3D",E,Nintendo 64,11.89,6.91,2.85,1.91,0.23
The Witcher 3: Wild Hunt,/game/pc/the-witcher-3-wild-hunt,18-May-15,93,9.4,CD Projekt Red Studio,Warner Bros. Interactive Entertainment,"Action RPG, Role-Playing, Action RPG",M,PC,5.39,1.48,2.82,0.28,0.81
Burnout 3: Takedown,/game/playstation-2/burnout-3-takedown,7-Sep-04,93,9,Criterion Games,EA Games,"Driving, Racing, Arcade",T,PlayStation 2,2.68,1.23,1.11,N/A,0.34
Super Smash Bros. Brawl,/game/wii/super-smash-bros-brawl,9-Mar-08,93,8.8,Game Arts,Nintendo,"Action, Fighting, Fighting, 3D, 2D, 3D",T,Wii,12.91,6.64,2.57,2.67,1.03
Company of Heroes,/game/pc/company-of-heroes,13-Sep-06,93,8.8,Relic,THQ,"Strategy, Real-Time, Historic, General, Historic",M,PC,0.04,N/A,0.04,N/A,0.00
Gran Turismo 2,/game/playstation/gran-turismo-2,30-Nov-99,93,9,Polyphony Digital,SCEA,"Driving, Racing, GT / Street",T,PlayStation,9.49,3.88,3.42,1.69,0.50
Grand Theft Auto: Chinatown Wars,/game/ds/grand-theft-auto-chinatown-wars,17-Mar-09,93,8.3,Rockstar Leeds,Rockstar Games,"Action Adventure, Modern, Modern, Open-World",M,DS,1.33,0.58,0.56,0.05,0.14
Street Fighter Alpha 3,/game/playstation/street-fighter-alpha-3,30-Apr-99,93,8.5,Capcom,Capcom,"Action, Fighting, 2D",T,PlayStation,1.03,0.38,0.12,0.51,0.02
Tony Hawk's Pro Skater 3,/game/xbox/tony-hawks-pro-skater-3,4-Mar-02,93,7.6,Neversoft Entertainment,Activision,"Sports, Alternative, Skateboarding",T,Xbox,4.41,2.66,1.29,0.01,0.46
Divinity: Original Sin II,/game/pc/divinity-original-sin-ii,14-Sep-17,93,8.8,Larian Studios Games,Larian Studios Games,"Action RPG, Role-Playing, Western-Style",NA,PC,0.13,0.04,0.08,N/A,0.02
Unreal Tournament 2004,/game/pc/unreal-tournament-2004,16-Mar-04,93,8.8,Epic Games,Atari,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,PC,0.02,N/A,0.02,N/A,0.00
BioShock Infinite,/game/xbox-360/bioshock-infinite,26-Mar-13,93,8.6,Irrational Games,2K Games,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",M,Xbox 360,1.97,1.22,0.55,0.02,0.18
Braid,/game/xbox-360/braid,6-Aug-08,93,8.5,Number None Inc.,Number None Inc.,"Action, Platformer, Platformer, 2D, 2D",E10+,Xbox 360,0.03,N/A,0.03,N/A,0.00
God of War II,/game/playstation-2/god-of-war-ii,13-Mar-07,93,8.9,SCE Santa Monica,SCEA,"Action Adventure, Fantasy",M,PlayStation 2,4.07,2.32,0.04,0.04,1.67
Super Mario 3D World,/game/wii-u/super-mario-3d-world,22-Nov-13,93,8.9,Nintendo,Nintendo,"Platformer, 3D, Action, Platformer, 3D",E,Wii U,5.01,2.31,1.54,0.79,0.37
SSX,/game/playstation-2/ssx,30-Oct-00,93,8.2,EA Sports Big,EA Sports Big,"Sports, Alternative, Snowboarding",E,PlayStation 2,1.66,0.78,0.61,0.06,0.20
Street Fighter IV,/game/xbox-360/street-fighter-iv,17-Feb-09,93,7.3,Capcom,Capcom,"Action, Fighting, Fighting, 3D, 2D, 3D",T,Xbox 360,4.19,2.04,1.05,0.59,0.52
Minecraft,/game/pc/minecraft,18-Nov-11,93,7.9,Mojang AB,Mojang AB,"Action Adventure, Adventure, 3D, Sandbox, First-Person, Fantasy, Fantasy",NA,PC,9.82,5.96,2.94,0.02,0.90
Undertale,/game/switch/undertale,18-Sep-18,93,8,"tobyfox, 8-4",tobyfox,"Role-Playing, Japanese-Style",E10+,Switch,0.02,N/A,N/A,0.02,N/A
Persona 4 Golden,/game/playstation-vita/persona-4-golden,20-Nov-12,93,8.6,Atlus,Atlus,"Role-Playing, Console-style RPG, Console-style RPG, Japanese-Style",M,PlayStation Vita,1.25,0.37,0.29,0.39,0.21
Persona 5,/game/playstation-4/persona-5,4-Apr-17,93,8.7,Atlus,Atlus,"Role-Playing, Japanese-Style",M,PlayStation 4,1.64,0.62,0.34,0.48,0.20
Red Dead Redemption 2,/game/pc/red-dead-redemption-2,5-Nov-19,93,5.5,Rockstar Games,Rockstar Games,"Action Adventure, Open-World",M,PC,13.94,5.26,6.21,0.21,2.26
SSX 3,/game/playstation-2/ssx-3,20-Oct-03,93,8.8,EA Canada,EA Sports Big,"Sports, Alternative, Snowboarding",E,PlayStation 2,1.67,0.93,0.52,N/A,0.22
Tom Clancy's Splinter Cell,/game/xbox/tom-clancys-splinter-cell,17-Nov-02,93,8.6,Ubisoft Montreal,Ubisoft,"Action Adventure, Modern",T,Xbox,3.02,1.85,1.04,N/A,0.13
Grand Theft Auto III,/game/pc/grand-theft-auto-iii,20-May-02,93,8.3,"DMA Design, Rockstar North",Rockstar Games,"Action Adventure, Modern, Modern, Open-World",M,PC,13.1,6.99,4.51,0.30,1.30
Homeworld,/game/pc/homeworld,31-Aug-99,93,8.8,Relic,Sierra Entertainment,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General, Command",E,PC,0.02,N/A,0.02,N/A,0.00
Okami,/game/playstation-2/okami,19-Sep-06,93,9.1,Clover Studio,Capcom,"Action Adventure, Fantasy",T,PlayStation 2,0.63,0.11,0.03,0.15,0.34
The Elder Scrolls IV: Oblivion,/game/playstation-3/the-elder-scrolls-iv-oblivion,20-Mar-07,93,8.1,4J Studios,Bethesda Softworks,"Role-Playing, First-Person, First-Person, Western-Style",M,PlayStation 3,4.47,2.89,1.03,0.13,0.41
Fallout 3,/game/xbox-360/fallout-3,28-Oct-08,93,8.5,Bethesda Game Studios,Bethesda Softworks,"Role-Playing, First-Person, First-Person, Western-Style",M,Xbox 360,4.96,3.41,0.99,0.09,0.46
Gears of War 2,/game/xbox-360/gears-of-war-2,7-Nov-08,93,7.8,Epic Games,Microsoft Game Studios,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi, Arcade",M,Xbox 360,6.75,4.15,1.91,0.06,0.64
SoulCalibur II,/game/gamecube/soulcalibur-ii,27-Aug-03,93,8.9,Namco,Namco,"Action, Fighting, 3D",T,GameCube,2.06,1.06,0.62,0.13,0.25
World Soccer Winning Eleven 6 International,/game/playstation-2/world-soccer-winning-eleven-6-international,11-Mar-03,93,8.3,KCET,Konami,"Sports, Traditional, Soccer, Sim",E,PlayStation 2,2.99,0.12,1.26,1.16,0.45
NFL 2K3,/game/playstation-2/nfl-2k3,12-Aug-02,93,7.3,Visual Concepts,Sega,"Sports, Traditional, Football, Sim",E,PlayStation 2,1.32,1.06,0.08,N/A,0.18
Mass Effect 3,/game/xbox-360/mass-effect-3,6-Mar-12,93,5.9,BioWare,Electronic Arts,"Role-Playing, Action RPG, Action RPG",M,Xbox 360,3.04,1.94,0.84,0.03,0.24
Metal Gear Solid V: The Phantom Pain,/game/playstation-4/metal-gear-solid-v-the-phantom-pain,1-Sep-15,93,8.2,"Kojima Productions, Moby Dick Studio",Konami,"Modern, Action Adventure, Modern, Open-World",M,PlayStation 4,3.04,0.97,1.15,0.50,0.42
Skies of Arcadia,/game/dreamcast/skies-of-arcadia,13-Nov-00,93,8.9,Overworks,Sega,"Role-Playing, Console-style RPG",T,Dreamcast,0.09,N/A,N/A,0.09,N/A
The Legend of Zelda: Skyward Sword,/game/wii/the-legend-of-zelda-skyward-sword,20-Nov-11,93,8.1,Nintendo,Nintendo,"Action Adventure, Fantasy, General, Fantasy, Open-World",E10+,Wii,3.96,2.03,1.18,0.37,0.39
Rock Band 3,/game/xbox-360/rock-band-3,26-Oct-10,93,8,Harmonix Music Systems,MTV Games,"Action, Miscellaneous, Rhythm, Music, Music",T,Xbox 360,0.88,0.73,0.09,N/A,0.06
Viewtiful Joe,/game/gamecube/viewtiful-joe,7-Oct-03,93,8.3,Clover Studio,Capcom,"Action, Beat-'Em-Up",T,GameCube,0.62,0.38,0.10,0.12,0.02
Test Drive Le Mans,/game/dreamcast/test-drive-le-mans,13-Nov-00,93,8.2,Melbourne House,Infogrames,"Driving, Racing, GT / Street",E,Dreamcast,0.05,0.03,0.02,N/A,0.00
Castlevania: Symphony of the Night,/game/playstation/castlevania-symphony-of-the-night,2-Oct-97,93,9.2,Konami,Konami,"Action, Platformer, 2D",T,PlayStation,1.27,0.58,0.40,0.21,0.08
Star Wars: Knights of the Old Republic,/game/pc/star-wars-knights-of-the-old-republic,18-Nov-03,93,9,BioWare,LucasArts,"Role-Playing, Third-Person, Third-Person, General",T,PC,2.19,1.68,0.44,N/A,0.08
Virtua Fighter 4: Evolution,/game/playstation-2/virtua-fighter-4-evolution,13-Aug-03,93,8.6,Sega,Sega,"Action, Fighting, 3D",T,PlayStation 2,0.71,0.35,0.27,N/A,0.09
Uncharted 4: A Thief's End,/game/playstation-4/uncharted-4-a-thiefs-end,10-May-16,93,8.5,Naughty Dog,SCEA,"General, Modern, Action Adventure, Linear",T,PlayStation 4,10.33,4.49,3.93,0.21,1.70
Super Smash Bros. Ultimate,/game/switch/super-smash-bros-ultimate,7-Dec-18,93,8.6,"Nintendo, HAL Labs, Bandai Namco Games, Sora Ltd.",Nintendo,"Action, Fighting, 2D",E10+,Switch,8.95,4.22,1.72,2.41,0.61
Braid,/game/playstation-3/braid,12-Nov-09,93,7.8,"Hothead Games, Number None Inc.",Number None Inc.,"Action, Platformer, Platformer, 2D, 2D",E10+,PlayStation 3,0.03,N/A,0.03,N/A,0.00
Mass Effect 3,/game/playstation-3/mass-effect-3,5-Mar-12,93,5.7,BioWare,Electronic Arts,"Role-Playing, Action RPG, Action RPG",M,PlayStation 3,3.04,1.94,0.84,0.03,0.24
Paper Mario,/game/nintendo-64/paper-mario,5-Feb-01,93,9.1,Intelligent Systems,Nintendo,"Role-Playing, Console-style RPG",E,Nintendo 64,1.38,0.58,0.18,0.59,0.02
Grand Theft Auto: San Andreas,/game/xbox/grand-theft-auto-san-andreas,7-Jun-05,93,8.7,Rockstar North,Rockstar Games,"Action Adventure, Modern",AO,Xbox,20.81,9.43,0.40,0.41,10.57
Resident Evil 2,/game/xbox-one/resident-evil-2,25-Jan-19,93,8.6,Capcom R&D Division 1,Capcom,"Action Adventure, Survival",M,Xbox One,5.82,1.88,1.47,2.02,0.45
World of Warcraft,/game/pc/world-of-warcraft,23-Nov-04,93,7.4,Blizzard Entertainment,Blizzard Entertainment,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",T,PC,6.35,0.12,6.24,N/A,N/A
Grand Theft Auto: San Andreas,/game/pc/grand-theft-auto-san-andreas,7-Jun-05,93,8.9,Rockstar North,Rockstar Games,"Action Adventure, Modern, Modern, Open-World",M,PC,20.81,9.43,0.40,0.41,10.57
World Soccer Winning Eleven 7 International,/game/playstation-2/world-soccer-winning-eleven-7-international,17-Feb-04,93,8.3,KCET,Konami,"Sports, Traditional, Soccer, Sim",E,PlayStation 2,2.9,0.08,1.24,1.13,0.45
NBA 2K2,/game/dreamcast/nba-2k2,24-Oct-01,93,7.3,Visual Concepts,Sega,"Sports, Traditional, Basketball, Sim",E,Dreamcast,1.22,0.59,0.46,0.01,0.15
SoulCalibur II,/game/playstation-2/soulcalibur-ii,27-Aug-03,92,8.7,Namco,Namco,"Action, Fighting, 3D",T,PlayStation 2,2.06,1.06,0.62,0.13,0.25
The Elder Scrolls V: Skyrim,/game/playstation-3/the-elder-scrolls-v-skyrim,11-Nov-11,92,6.6,Bethesda Game Studios,Bethesda Softworks,"Role-Playing, First-Person, First-Person, Western-Style",M,PlayStation 3,8.88,5.10,2.83,0.10,0.85
Prince of Persia: The Sands of Time,/game/xbox/prince-of-persia-the-sands-of-time,12-Nov-03,92,7.8,Ubisoft,Ubisoft,"Action Adventure, Fantasy",T,Xbox,2.22,0.88,1.03,N/A,0.31
Call of Duty 4: Modern Warfare,/game/pc/call-of-duty-4-modern-warfare,5-Nov-07,92,8.5,Infinity Ward,Activision,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",M,PC,9.41,5.98,2.39,0.13,0.91
Forza Horizon 4,/game/xbox-one/forza-horizon-4,28-Sep-18,92,8.1,Playground Games,Microsoft Game Studios,"Racing, Simulation, Automobile",E,Xbox One,1.84,0.74,0.95,0.01,0.15
God of War III,/game/playstation-3/god-of-war-iii,16-Mar-10,92,8.8,SCE Santa Monica,SCEA,"Action Adventure, Fantasy, Fantasy, Linear",M,PlayStation 3,4.81,2.74,1.36,0.12,0.60
NFL 2K3,/game/gamecube/nfl-2k3,21-Aug-02,92,7.1,Visual Concepts,Sega,"Sports, Traditional, Football, Sim",E,GameCube,1.32,1.06,0.08,N/A,0.18
SSX Tricky,/game/playstation-2/ssx-tricky,5-Nov-01,92,8.8,EA Canada,EA Sports Big,"Sports, Alternative, Snowboarding",E,PlayStation 2,1.73,0.85,0.66,N/A,0.22
NHL 2002,/game/playstation-2/nhl-2002,24-Sep-01,92,8.3,EA Sports,Electronic Arts,"Sports, Traditional, Ice Hockey, Sim",E,PlayStation 2,1.2,0.59,0.46,N/A,0.15
Guitar Hero II,/game/xbox-360/guitar-hero-ii,3-Apr-07,92,8.1,Harmonix Music Systems,RedOctane,"Action, Miscellaneous, Rhythm, Music, Music",T,Xbox 360,5.12,3.81,0.63,N/A,0.68
