title,console,total_sale,na_sale,pal_sale,japan_sale,other_sale,platform
Mad Maestro!    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Densha De Go! 3 Tsuukinhen    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Wasteland 2    ,XOne,0.06,0.05,0.01,N/A,0.01,Xbox One
Biker Mice From Mars    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Age of Empires Online    ,PC,0.06,0.01,0.04,N/A,0.01,PC
Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Banchou Portable    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Legend of Kay    ,DS,0.06,0.06,0.00,N/A,0.00,DS
Final Fantasy XIV: Stormblood    ,PC,0.06,0.04,0.02,N/A,0.01,PC
Conan Exiles    ,XOne,0.06,0.05,0.01,N/A,0.01,Xbox One
Sudoku Ball Detective    ,DS,0.06,0.06,0.00,N/A,0.00,DS
Giants: Citizen Kabuto    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Steins;Gate    ,X360,0.06,N/A,N/A,0.06,N/A,Xbox 360
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All    ,PSV,0.06,0.02,0.01,0.02,0.01,PlayStation Vita
Alone in the Dark    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Guilty Gear XX Accent Core Plus    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Muppets Party Cruise    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Higurashi Daybreak Portable    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Barbie Horse Adventures: Wild Horse Rescue    ,XB,0.06,0.05,0.01,N/A,0.00,Xbox
Shonen Jump's One Piece: Grand Battle    ,GC,0.06,0.05,0.01,N/A,0.00,GameCube
Sherlock Holmes: The Devil's Daughter    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
DreamWorks Super Star Kartz    ,X360,0.06,0.05,0.01,N/A,0.01,Xbox 360
Blast Lacrosse    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Kurupoto Cool Cool Stars    ,DS,0.06,0.06,N/A,N/A,0.00,DS
Luminous Arc Infinity    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
Star Wars Knights of the Old Republic II: The Sith Lords    ,PC,0.06,0.01,0.04,N/A,0.01,PC
MX vs ATV Supercross Encore 2017 Track Edition    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Backyard NFL Football '10    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Kikou Heidan J-Phoenix    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Another Code R: A Journey into Lost Memories    ,Wii,0.06,N/A,0.03,0.03,0.00,Wii
Shonen Jump's Shaman King: Legacy of the Spirits - Soaring Hawk/Sprinting Wolf    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Bubble Bobble: Old & New    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Naruto Shippuden: Gekitou Ninja Taisen Special    ,Wii,0.06,N/A,N/A,0.06,N/A,Wii
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu    ,PS3,0.06,N/A,N/A,0.06,N/A,PlayStation 3
Kekkon: Marriage    ,SAT,0.06,N/A,N/A,0.06,0.00,SAT
Challenge Me: Brain Puzzles    ,DS,0.06,0.06,0.00,N/A,0.00,DS
KimiKiss    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Nicola Kanshuu: Model * Oshare Audition 2    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Cold Fear    ,XB,0.06,0.05,0.01,N/A,0.00,Xbox
Nicktoons MLB 3D    ,3DS,0.06,0.06,N/A,N/A,0.01,3DS
Hisshou Pachinko*Pachi-Slot Kouryaku Series Portable Vol. 1: Shinseiki Evangelion - Tamashii no Kiseki    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Shining Force Feather    ,DS,0.06,N/A,N/A,0.06,N/A,DS
OK! Puzzle Stars    ,DS,0.06,N/A,0.05,N/A,0.01,DS
Star Trek: Tactical Assault    ,DS,0.06,0.05,0.01,N/A,0.00,DS
NBA 2K Playgrounds 2    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Highway 2000    ,SAT,0.06,N/A,N/A,0.06,N/A,SAT
Imagine: Cheerleader    ,DS,0.06,0.06,N/A,N/A,0.00,DS
Cartoon Network: Battle Crashers    ,3DS,0.06,0.04,0.01,N/A,0.01,3DS
EverQuest II: Destiny of Velious    ,PC,0.06,0.06,N/A,N/A,0.01,PC
DropCast    ,DS,0.06,0.06,N/A,N/A,0.00,DS
LEGO Friends    ,3DS,0.06,N/A,0.06,N/A,0.00,3DS
Cocoto Kart Racer    ,Wii,0.06,0.06,N/A,N/A,0.00,Wii
The Book of Unwritten Tales: The Critter Chronicles    ,PC,0.06,N/A,0.05,N/A,0.01,PC
Mobile Suit Gundam 00: Gundam Meisters    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Call of Cthulhu: Dark Corners of the Earth    ,XB,0.06,0.05,0.01,N/A,0.00,Xbox
The Great Escape    ,XB,0.06,0.05,0.01,N/A,0.00,Xbox
Atelier Lydie & Suelle: The Alchemists and the Mysterious Paintings    ,PS4,0.06,0.03,N/A,0.03,0.01,PlayStation 4
Alien Syndrome    ,Wii,0.06,0.05,0.00,N/A,0.00,Wii
The Document of Metal Gear Solid 2    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Minna no DS Seminar: Kanpeki Eitango Ryoku    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Kirarin * Revolution: Minna de Odorou Furi Furi Debut!    ,DS,0.06,N/A,N/A,0.06,N/A,DS
PenPen TriIceLon    ,DC,0.06,N/A,N/A,0.06,0.00,Dreamcast
SBK 2011: FIM Superbike World Championship    ,X360,0.06,N/A,0.05,N/A,0.01,Xbox 360
Salt Lake 2002    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Chevrolet Camaro: Wild Ride    ,Wii,0.06,0.06,N/A,N/A,0.00,Wii
PAC-MAN and the Ghostly Adventures    ,WiiU,0.06,0.03,0.02,N/A,0.01,Wii U
Uta no Prince-Sama: Music 3    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
MX vs. ATV Supercross Encore    ,PS4,0.06,N/A,0.05,N/A,0.01,PlayStation 4
Cartoon Network: Battle Crashers    ,XOne,0.06,0.05,0.01,N/A,0.01,Xbox One
Crazy Chicken Tales    ,Wii,0.06,0.06,N/A,N/A,0.00,Wii
Stranger of Sword City    ,PSV,0.06,0.04,0.01,N/A,0.02,PlayStation Vita
Arkanoid DS    ,DS,0.06,0.06,0.00,N/A,0.00,DS
Vexx    ,GC,0.06,0.05,0.01,N/A,0.00,GameCube
Disney's Kim Possible: Global Gemini    ,DS,0.06,0.05,0.01,N/A,0.00,DS
Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Batman: Rise of Sin Tzu    ,GC,0.06,0.05,0.01,N/A,0.00,GameCube
Mega Man Battle Network 5: Double Team DS (US sales)    ,DS,0.06,0.06,N/A,N/A,N/A,DS
Grey's Anatomy: The Video Game    ,Wii,0.06,0.05,0.01,N/A,0.00,Wii
SpongeBob SquarePants: Plankton's Robotic Revenge    ,3DS,0.06,N/A,0.06,N/A,0.00,3DS
MX vs ATV Supercross Encore 2017 Track Edition    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
Santa Claus Is Comin' to Town!    ,Wii,0.06,0.06,N/A,N/A,0.00,Wii
The Next BIG Thing    ,PC,0.06,N/A,0.05,N/A,0.01,PC
Disney Sports Skateboarding    ,GC,0.06,0.05,0.01,N/A,0.00,GameCube
Puyo Puyo Tetris    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
Sword Art Online: Game Director's Edition    ,PS4,0.06,N/A,N/A,0.06,N/A,PlayStation 4
Create    ,PC,0.06,0.04,0.01,N/A,0.00,PC
Deformers    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
Hasbro Family Fun Pack Conquest Edition    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Dead Rising 2: Off the Record    ,PC,0.06,0.04,0.02,N/A,0.01,PC
New Prince of Tennis: Go to the Top    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Tsumiki: Block Drop Mania    ,DS,0.06,0.05,N/A,N/A,0.01,DS
Dreamer Series: Zoo Keeper    ,DS,0.06,0.06,N/A,N/A,0.00,DS
Magi: Aratanaru Sekai    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Big Bang Mini    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Summon Night 2    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Chou Soujuu Mecha MG    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Chou Soujuu Mecha MG    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Pro Evolution Soccer 2012    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Terminator 3: The Redemption    ,XB,0.06,0.05,0.01,N/A,0.00,Xbox
Call of Duty 2    ,PC,0.06,0.00,0.05,N/A,0.01,PC
Sherlock Holmes: The Devil's Daughter    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Busy Scissors    ,DS,0.06,0.06,0.00,N/A,0.00,DS
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Coded Arms: Contagion    ,PSP,0.06,0.05,0.00,N/A,0.01,PSP
Shiren The Wanderer: The Tower of Fortune and the Dice of Fate    ,PSV,0.06,0.01,N/A,0.04,0.01,PlayStation Vita
Cabela's Big Game Hunter (2008)    ,X360,0.06,0.06,N/A,N/A,0.00,Xbox 360
Neon Genesis Evangelion    ,N64,0.06,N/A,N/A,0.06,0.00,Nintendo 64
Serious Sam II    ,XB,0.06,0.05,0.01,N/A,0.00,Xbox
World Series of Poker 2008: Battle for the Bracelets    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Foster's Home for Imaginary Friends: Imagination Invaders    ,DS,0.06,0.06,N/A,N/A,0.00,DS
Flipnic: Ultimate Pinball    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
ICO    ,PS3,0.06,N/A,N/A,0.06,N/A,PlayStation 3
Eigo de Tabisuru: Little Charo    ,DS,0.06,N/A,N/A,0.06,N/A,DS
NBA Hangtime    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
MX vs. ATV Supercross Encore    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
D.C. II P.S.: Da Capo II Plus Situation    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
MotoGP 10/11    ,X360,0.06,N/A,0.05,N/A,0.01,Xbox 360
World Cup of Pool    ,DS,0.06,0.06,0.00,N/A,0.00,DS
Brunswick Circuit Pro Bowling    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Bust-A-Move '99    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
CyberTiger    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Marvel Super Heroes    ,SAT,0.06,N/A,N/A,0.06,0.00,SAT
Mike Piazza's Strike Zone    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Olympic Hockey 98    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Penny Racers    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Polaris SnoCross     ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
S.C.A.R.S    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Star Soldier: Vanishing Earth    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Top Gear Hyper-Bike    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Virtual Chess 64    ,N64,0.06,0.05,0.01,N/A,0.00,Nintendo 64
Worms Blast    ,GC,0.06,0.05,0.01,N/A,0.00,GameCube
Prinny: Can I Really Be The Hero? (US sales)    ,PSP,0.06,0.06,N/A,N/A,N/A,PSP
Blur    ,PC,0.06,0.01,0.04,N/A,0.01,PC
Killing Floor 2     ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Smile PreCure! Let's Go! Marchen World    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
I Love Beauty: Hollywood Makeover    ,DS,0.06,0.06,N/A,N/A,0.00,DS
IHRA Professional Drag Racing 2005    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Tokyo Xtreme Racer Advance    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Rock Blast    ,DS,0.06,0.06,N/A,N/A,0.00,DS
Warriors of the Lost Empire    ,PSP,0.06,0.05,0.00,N/A,0.00,PSP
Showtime Championship Boxing    ,DS,0.06,0.06,N/A,N/A,0.00,DS
Little League World Series Baseball 2008    ,DS,0.06,0.06,N/A,N/A,0.00,DS
Combat Elite: WWII Paratroopers    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Power Pro Success Legends    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Killer Loop    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Cabela's Dangerous Hunts: Ultimate Challenge    ,PSP,0.06,0.06,N/A,N/A,0.00,PSP
Worldwide Soccer    ,SAT,0.06,N/A,N/A,0.06,N/A,SAT
Puzzler Collection    ,Wii,0.06,0.05,0.00,N/A,0.00,Wii
Toriko: Gourmet Battle!    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Jewel Link Chronicles: Mountains of Madness     ,DS,0.06,N/A,0.05,N/A,0.01,DS
Commandos: Strike Force    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Mobile Suit Gundam: Gundam vs. Zeta Gundam    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Rapala Pro Fishing    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Nobunaga no Yabou: Souzou    ,PS4,0.06,N/A,N/A,0.06,N/A,PlayStation 4
Guilty Gear X: Advance Edition    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Fate/Tiger Colosseum Upper    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Unreal Tournament III     ,PC,0.06,N/A,0.05,N/A,0.01,PC
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Pop Cutie! Street Fashion Simulation    ,DS,0.06,0.06,N/A,N/A,0.00,DS
S.T.A.L.K.E.R.: Call of Pripyat    ,PC,0.06,0.00,0.05,N/A,0.01,PC
Dragon Quest X: All in One Package    ,PS4,0.06,N/A,N/A,0.06,N/A,PlayStation 4
Ford Racing 3    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Samurai Warriors 4-II    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
Pheasants Forever Wingshooter    ,Wii,0.06,0.03,0.02,N/A,0.00,Wii
Playmobil Knights    ,DS,0.06,0.04,0.01,N/A,0.00,DS
The Witcher    ,PC,0.06,N/A,0.05,N/A,0.01,PC
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
R.B.I. Baseball 2016    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
World Soccer Winning Eleven 9 (US sales)     ,PSP,0.06,0.05,N/A,N/A,0.00,PSP
Imagine: Resort Owner    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Oddworld: Munch's Oddysee    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Winning Post 4 Maximum    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Xiaolin Showdown    ,PSP,0.06,0.05,0.00,N/A,0.00,PSP
Exhibition Volume 5    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Record of Lodoss War: Eiyuu Sensou    ,SCD,0.06,N/A,N/A,0.06,0.00,SCD
Pro Yakyuu Netsu Star 2007    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Starry * Sky: In Summer - PSP Edition    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Klonoa Beach Volleyball    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Dungeon Travelers 2-2: The Maiden Who Fell into Darkness and the Book of Beginnings    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
Melty Blood: Actress Again    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Shadows Awakening    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
3D Lemmings    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Hi Hi Puffy AmiYumi: Kaznapped    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Mercury Meltdown    ,PSP,0.06,0.05,0.00,N/A,0.01,PSP
Broken Sword: The Shadow of the Templars    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Resident Evil - Code: Veronica X    ,GC,0.06,0.05,0.01,N/A,0.00,GameCube
Assassin's Creed Odyssey    ,PC,0.06,N/A,0.06,N/A,0.00,PC
Paws & Claws: Pampered Pets 2    ,DS,0.06,0.05,N/A,N/A,0.00,DS
Adventure Time: The Secret of the Nameless Kingdom    ,X360,0.06,0.00,0.05,N/A,0.00,Xbox 360
Tenchi Muyou! Ryoukouki Gokuraku    ,SAT,0.06,N/A,N/A,0.06,0.00,SAT
Inversion    ,X360,0.06,0.03,0.02,N/A,0.01,Xbox 360
Kelly Slater's Pro Surfer    ,GC,0.06,0.05,0.01,N/A,0.00,GameCube
Kamen Rider: Super Climax Heroes    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Trapt    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Yomawari: Midnight Shadows    ,PS4,0.06,0.02,N/A,0.04,0.00,PlayStation 4
Satisfashion    ,DS,0.06,0.05,N/A,N/A,0.00,DS
Resident Evil Director's Cut    ,PSN,0.06,N/A,N/A,0.06,N/A,PSN
Splat Renegade Paintball    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Mayhem 3D    ,PS3,0.06,0.05,N/A,N/A,0.01,PlayStation 3
Metal Max 4: Gekkou no Diva    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Theresia...    ,DS,0.06,0.05,N/A,N/A,0.00,DS
Ivy the Kiwi?    ,Wii,0.06,0.04,0.02,N/A,0.00,Wii
Okami HD    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
The Amazing Spider-Man 2 (2014)    ,WiiU,0.06,0.03,0.03,N/A,0.00,Wii U
Worms 3D    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Game of Thrones: A Telltale Games Series    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
Vampire Rain: Altered Species    ,PS3,0.06,0.05,0.00,0.00,0.01,PlayStation 3
Winter Sports 2: The Next Challenge    ,DS,0.06,0.04,0.02,N/A,0.00,DS
PoPoLoCrois    ,PSP,0.06,0.05,0.00,N/A,0.00,PSP
Dragon Rage    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
FIFA 07 Soccer    ,DS,0.06,0.05,0.01,N/A,0.00,DS
Dance Sensation!    ,Wii,0.06,0.06,N/A,N/A,0.00,Wii
Atari Flashback Classics: Volume 2    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
Teenage Mutant Ninja Turtles 3: Mutant Nightmare    ,DS,0.06,0.05,0.00,N/A,0.00,DS
F1 2015    ,PC,0.06,N/A,0.06,N/A,0.00,PC
Call of Duty: The War Collection    ,X360,0.06,0.05,N/A,N/A,0.00,Xbox 360
Jumper: Griffin's Story    ,X360,0.06,0.05,0.00,N/A,0.00,Xbox 360
Raw Danger! (JP sales)    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Archer Maclean Presents: Pool Paradise    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Kamen Rider: Battride War Genesis    ,PS3,0.06,N/A,N/A,0.06,N/A,PlayStation 3
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Pro Evolution Soccer 2011    ,PC,0.06,N/A,0.05,N/A,0.01,PC
Backyard Skateboarding 2006    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Brave: A Warrior's Tale    ,X360,0.06,0.05,0.01,N/A,0.00,Xbox 360
Tron 2.0: Killer App    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Steins;Gate: Darling of Loving Vows    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Gegege no Kitarou: Youkai Daigekisen    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Dig Dug: Digging Strike    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Emblem of Gundam    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Disgaea 1 Complete    ,NS,0.06,0.03,0.01,0.01,0.00,Switch
The Fast and the Furious    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
SpongeBob SquarePants: Plankton's Robotic Revenge    ,WiiU,0.06,N/A,0.05,N/A,0.00,Wii U
Tokyo Ghoul: Jail    ,PSV,0.06,N/A,N/A,0.06,N/A,PlayStation Vita
G-Police: Weapons of Justice    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
All Kamen Rider: Rider Generation 2    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Azure Striker Gunvolt: Striker Pack    ,NS,0.06,0.03,0.01,0.01,0.00,Switch
Killing Zone    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Policenauts    ,3DO,0.06,N/A,N/A,0.06,N/A,3DO
Spintires: MudRunner - American Wilds    ,NS,0.06,0.05,N/A,N/A,0.01,Switch
Adventures of Lolo    ,NES,0.06,0.06,N/A,N/A,N/A,NES
Quiz! Hexagon II    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Outcast: Second Contact    ,PS4,0.06,0.05,N/A,N/A,0.01,PlayStation 4
A New Beginning    ,PC,0.06,N/A,0.05,N/A,0.01,PC
History Channel: Battle for the Pacific    ,X360,0.06,0.05,0.00,N/A,0.00,Xbox 360
Racing Gears Advance    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Honeycomb Beat    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Brave: A Warrior's Tale    ,Wii,0.06,0.05,0.00,N/A,0.00,Wii
Crazy Chicken: Pharaoh's Treasure     ,DS,0.06,0.05,N/A,N/A,0.00,DS
Syphon Filter: Logan's Shadow    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
NTRA Breeders' Cup World Thoroughbred Championships    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune    ,PS2,0.06,N/A,N/A,0.06,N/A,PlayStation 2
Impossible Mission    ,PSP,0.06,N/A,0.04,N/A,0.01,PSP
Tanjou S Debut    ,SAT,0.06,N/A,N/A,0.06,N/A,SAT
Nendoroid Generation    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Rooms: The Main Building    ,Wii,0.06,0.05,N/A,N/A,0.00,Wii
Pop'n TwinBee: Rainbow Bell Adventure    ,SNES,0.06,N/A,N/A,0.06,0.00,SNES
Jumble Madness    ,DS,0.06,0.06,N/A,N/A,0.00,DS
Portal Knights    ,NS,0.06,0.02,0.02,0.01,0.00,Switch
Broken Helix    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Cardfight!! Vanguard G: Stride to Victory!!    ,3DS,0.06,N/A,N/A,0.06,N/A,3DS
Myst III: Exile    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Top Gun: Hard Lock    ,X360,0.06,0.03,0.02,N/A,0.00,Xbox 360
Brain Quest: Grades 3 & 4    ,DS,0.06,0.05,N/A,N/A,0.00,DS
Hajime no Ippo Portable: Victorious Spirits    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Rapala Fishing Pro Series    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Zoo Tycoon: Complete Collection    ,PC,0.06,0.03,0.02,N/A,0.01,PC
CMT Presents: Karaoke Revolution Country    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Men of War: Assault Squad    ,PC,0.06,0.01,0.04,N/A,0.01,PC
Winx Club: Quest for the Codex    ,DS,0.06,0.03,0.02,N/A,0.00,DS
Jacqueline Wilson's Tracy Beaker: The Game    ,DS,0.06,N/A,0.05,N/A,0.00,DS
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Fatal Frame    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Vitamin X to Z    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Tom Clancy's Ghost Recon: Advanced Warfighter    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Urban Chaos: Riot Response    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Teenage Mutant Ninja Turtles II: Back from the Sewers    ,GB,0.06,N/A,N/A,0.06,N/A,Game Boy Advance
Flip's Twisted World    ,Wii,0.06,0.05,N/A,N/A,0.00,Wii
X-Men: Destiny    ,DS,0.06,0.05,0.01,N/A,0.00,DS
Challenge Me: Brain Puzzles 2    ,Wii,0.06,0.00,0.05,N/A,0.00,Wii
Resident Evil 2    ,GC,0.06,0.04,0.01,N/A,0.00,GameCube
Sacred 2: Fallen Angel    ,PC,0.06,N/A,0.05,N/A,0.01,PC
Arslan: The Warriors of Legend    ,XOne,0.06,0.05,0.00,N/A,0.01,Xbox One
Real Bout Garou Densetsu Special: Dominated Mind     ,PS,0.06,N/A,N/A,0.05,0.00,PlayStation
Gun Showdown    ,PSP,0.06,0.05,0.00,N/A,0.01,PSP
Minna no Sukkiri    ,PSP,0.06,N/A,N/A,0.06,N/A,PSP
Catwoman    ,XB,0.06,0.04,0.01,N/A,0.00,Xbox
Syndicate    ,PC,0.06,0.00,0.05,N/A,0.01,PC
Aquarium by DS    ,DS,0.06,0.05,N/A,N/A,0.00,DS
Gormiti: The Lords of Nature!    ,DS,0.06,0.05,0.00,N/A,0.00,DS
Star Ocean 5: Integrity and Faithlessness    ,PS3,0.06,N/A,N/A,0.06,N/A,PlayStation 3
Winx Club: Mission Enchantix    ,DS,0.06,0.03,0.02,N/A,0.00,DS
Warriors Orochi 2    ,X360,0.06,0.04,0.00,0.01,0.00,Xbox 360
Burning Rangers    ,SAT,0.06,N/A,N/A,0.06,0.00,SAT
Mana Khemia: Alchemists of Al-Revis    ,PS2,0.06,0.03,0.02,N/A,0.01,PlayStation 2
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka    ,DS,0.06,N/A,N/A,0.06,N/A,DS
Interplay Sports Baseball 2000    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Zone of the Enders: The Fist of Mars    ,GBA,0.06,0.04,0.02,N/A,0.00,GBA
Animorphs: Shattered Reality    ,PS,0.06,0.03,0.02,N/A,0.00,PlayStation
Golf Club 2    ,XOne,0.06,0.05,N/A,N/A,0.01,Xbox One
Samurai Shodown Anthology    ,Wii,0.06,0.05,N/A,0.00,0.00,Wii
