title,console,console_developer,n_platforms,genre,release_year,publisher,developer,critic_score,total_sale,na_sale,pal_sale,japan_sale,other_sale
The Witcher 3: Wild Hunt,Xbox One,Microsoft,3,role_playing,2015,Warner Bros. Interactive Entertainment,CD Projekt Red Studio,9.1,1.74,0.97,0.61,0.01,0.15
Dragon Quest VII: Fragments of the Forgotten Past,3DS,Nintendo,1,role_playing,2016,Nintendo,ArtePiazza,8.1,1.61,0.13,0.13,1.31,0.02
Yu-Gi-Oh! The Sacred Cards,Game Boy Advance,Nintendo,1,role_playing,2003,Konami,Konami,6,1.3,0.94,0.35,0,0.02
Final Fantasy XV,Xbox One,Microsoft,2,role_playing,2016,Square Enix,Square Enix,8.3,1.14,0.72,0.3,0.01,0.11
Diablo III: Ultimate Evil Edition,Xbox One,Microsoft,2,role_playing,2014,Blizzard Entertainment,Blizzard Entertainment,8.6,1.04,0.62,0.32,0,0.09
Dragon Age: Inquisition,Xbox One,Microsoft,3,role_playing,2014,Electronic Arts,BioWare Edmonton,8.5,0.99,0.63,0.27,0,0.09
South Park: The Stick of Truth,Xbox 360,Microsoft,3,role_playing,2014,Ubisoft,Obsidian Entertainment,8.2,0.96,0.6,0.27,0,0.09
The Witcher 2: Assassins of Kings,Xbox 360,Microsoft,2,role_playing,2012,Warner Bros. Interactive,CD Projekt Red Studio,8.8,0.9,0.48,0.33,0.02,0.08
Kingdoms of Amalur: Reckoning,Xbox 360,Microsoft,3,role_playing,2012,Electronic Arts,38 Studios,8,0.87,0.55,0.24,0.01,0.07
Dragon's Dogma,Xbox 360,Microsoft,2,role_playing,2012,Capcom,Capcom,7.5,0.79,0.42,0.24,0.07,0.06
Dark Souls III,Xbox One,Microsoft,3,role_playing,2016,Namco Bandai Games,From Software,8.7,0.79,0.56,0.15,0,0.08
Mass Effect: Andromeda,Xbox One,Microsoft,3,role_playing,2017,Electronic Arts,BioWare Corp.,7.6,0.78,0.5,0.2,0,0.07
Dark Souls II,Xbox 360,Microsoft,3,role_playing,2015,Namco Bandai Games,From Software,9.1,0.75,0.49,0.19,0.01,0.07
Sword of Mana,Game Boy Advance,Nintendo,1,role_playing,2003,Nintendo,Brownie Brown,7.2,0.74,0.31,0.11,0.3,0.02
Final Fantasy XIII-2,Xbox 360,Microsoft,2,role_playing,2012,Square Enix,Square Enix,7.9,0.73,0.36,0.29,0.02,0.06
Dragon Quest Swords: The Masked Queen and the Tower of Mirrors,Wii,Nintendo,1,role_playing,2008,Square Enix,Genius Sonority Inc./Eighting,6.5,0.71,0.18,0.01,0.5,0.02
Two Worlds,Xbox 360,Microsoft,2,role_playing,2007,SouthPeak Interactive,Reality Pump,5,0.7,0.41,0.22,0,0.07
Rune Factory 4,3DS,Nintendo,1,role_playing,2013,Xseed Games,Neverland Company,7.8,0.68,0.4,0.01,0.22,0.05
The Last Story,Wii,Nintendo,1,role_playing,2012,Xseed Games,Mistwalker Corporation / AQ Interactive,8,0.68,0.31,0.13,0.18,0.05
Fossil Fighters: Champions,DS,Nintendo,1,role_playing,2011,Nintendo,RED Entertainment,6.8,0.67,0.31,0,0.34,0.02
South Park: The Fractured But Whole,Xbox One,Microsoft,4,role_playing,2017,Ubisoft,Ubisoft San Francisco,8.4,0.62,0.4,0.17,0,0.06
Mega Man Battle Network 2,Game Boy Advance,Nintendo,2,role_playing,2002,Capcom,Capcom,8.1,0.54,0,0,0.54,0
Magician's Quest: Mysterious Times,DS,Nintendo,1,role_playing,2009,Konami,Konami,6.9,0.53,0.04,0.01,0.48,0
Fable Anniversary,Xbox 360,Microsoft,1,role_playing,2014,Microsoft Studios,Lionhead Studios,6.8,0.45,0.26,0.15,0.01,0.04
Mega Man Battle Network,Game Boy Advance,Nintendo,1,role_playing,2001,Capcom,Capcom,7.9,0.42,0.14,0.05,0.22,0.01
Fossil Fighters: Frontier,3DS,Nintendo,1,role_playing,2015,Nintendo,Spike Chunsoft,5.7,0.42,0.13,0.04,0.23,0.02
Naruto: Path of the Ninja,DS,Nintendo,1,role_playing,2007,D3 Publisher,TOSE,5.7,0.4,0.37,0,0,0.03
Deus Ex: Mankind Divided,Xbox One,Microsoft,3,role_playing,2016,Square Enix,Eidos Montreal,8.3,0.39,0.25,0.11,0,0.04
Kingdom Under Fire: Circle of Doom,Xbox 360,Microsoft,1,role_playing,2008,Microsoft,Blue Side,5.5,0.37,0.18,0.12,0.04,0.04
Shin Megami Tensei: Devil Survivor 2,DS,Nintendo,1,role_playing,2012,Atlus,Atlus Co.,7.9,0.31,0.16,0.02,0.12,0.01
Monster Lab,Wii,Nintendo,2,role_playing,2008,Eidos Interactive,Backbone Entertainment,7.3,0.31,0.27,0.02,0,0.02
Pandora's Tower,Wii,Nintendo,1,role_playing,2013,Xseed Games,Ganbarion,7.3,0.31,0.11,0.1,0.08,0.03
Final Fantasy Type-0 HD,Xbox One,Microsoft,2,role_playing,2015,Square Enix,Square Enix,7.2,0.3,0.2,0.07,0,0.03
Fable: The Journey,Xbox 360,Microsoft,1,role_playing,2012,Microsoft Studios,Lionhead Studios,6.1,0.29,0.19,0.08,0,0.03
Pirates of the Caribbean,Xbox,Microsoft,1,role_playing,2003,Bethesda Softworks,Akella,6.5,0.29,0.22,0.06,0,0.01
Dark Souls II: Scholar of the First Sin,Xbox One,Microsoft,2,role_playing,2015,Namco Bandai Games,From Software,8.9,0.28,0.19,0.07,0,0.03
Dungeons & Dragons Heroes,Xbox,Microsoft,1,role_playing,2003,Atari,Atari,7.2,0.26,0.19,0.06,0,0.01
Baldur's Gate: Dark Alliance II,Xbox,Microsoft,2,role_playing,2004,Interplay,Black Isle Studios,7.7,0.26,0.19,0.06,0,0.01
Game of Thrones,Xbox 360,Microsoft,3,role_playing,2012,Atlus,Cyanide Studios,5.2,0.26,0.15,0.08,0,0.02
Dinosaur King,DS,Nintendo,1,role_playing,2008,Sega,Climax Entertainment,6.1,0.25,0.06,0,0.19,0
Naruto: Path of the Ninja 2,DS,Nintendo,1,role_playing,2008,D3 Publisher,TOSE,6.2,0.23,0.22,0,0,0.02
Kingdom Come: Deliverance,Xbox One,Microsoft,3,role_playing,2018,Deep Silver,Warhorse Studios,6.8,0.22,0.14,0.06,0,0.02
Lords of the Fallen,Xbox One,Microsoft,3,role_playing,2014,Namco Bandai Games,DECK13 Interactive,7.1,0.22,0.1,0.1,0,0.02
The Chronicles of Narnia: Prince Caspian,DS,Nintendo,3,role_playing,2008,Disney Interactive Studios,Fall Line Studio,5.4,0.21,0.19,0.01,0,0.02
Dragon Ball Z: Harukanaru Densetsu,DS,Nintendo,1,role_playing,2007,Atari,Bec,5.7,0.2,0.19,0,0,0.02
Marvel: Ultimate Alliance 2,DS,Nintendo,4,role_playing,2009,Activision,n-Space,6.5,0.2,0.16,0.03,0,0.02
Bleach: The 3rd Phantom,DS,Nintendo,1,role_playing,2009,Sega,Sega,5.9,0.2,0.1,0.02,0.07,0.01
Shin Megami Tensei: Strange Journey Redux,3DS,Nintendo,1,role_playing,2018,Atlus,Atlus,8,0.2,0.08,0.01,0.1,0.01
Baldur's Gate: Dark Alliance,Xbox,Microsoft,4,role_playing,2002,Interplay,Snowblind Studios,8.3,0.2,0.15,0.04,0,0.01
Sudeki,Xbox,Microsoft,1,role_playing,2004,Microsoft Game Studios,Climax Group,7.2,0.19,0.14,0.04,0,0.01
Gauntlet: Seven Sorrows,Xbox,Microsoft,2,role_playing,2005,Midway Games,Midway Studios San Diego,6.1,0.18,0.14,0.04,0,0.01
Hero's Saga Laevatein Tactics,DS,Nintendo,1,role_playing,2009,Aksys Games,GungHo,6.2,0.14,0.13,0,0,0.01
Monster Lab,DS,Nintendo,2,role_playing,2008,Eidos Interactive,Backbone Entertainment,7.5,0.14,0.12,0.01,0,0.01
Shining Soul,Game Boy Advance,Nintendo,1,role_playing,2003,Atlus,Next Entertainment,5.8,0.14,0.03,0.01,0.09,0
Conception II: Children of the Seven Stars,3DS,Nintendo,2,role_playing,2014,Atlus,Spike Chunsoft,6.2,0.12,0.09,0,0.03,0.01
Vampyr,Xbox One,Microsoft,2,role_playing,2018,Focus Home Interactive,DONTNOD Entertainment,7,0.12,0.07,0.04,0,0.01
Atelier Annie: Alchemists of Sera Island,DS,Nintendo,1,role_playing,2009,NIS America,Gust,7,0.12,0.08,0,0.03,0.01
Lost Magic,DS,Nintendo,1,role_playing,2006,Ubisoft,Taito Corporation,6.8,0.12,0.09,0,0.02,0.01
Etrian Odyssey Nexus,3DS,Nintendo,1,role_playing,2019,Atlus,Atlus,8.1,0.11,0,0,0.11,0
The Bard's Tale,Xbox,Microsoft,2,role_playing,2004,inXile Entertainment,InXile Entertainment,7.5,0.1,0.08,0.02,0,0
Contact,DS,Nintendo,1,role_playing,2006,Atlus,Grasshopper Manufacture,7.3,0.1,0.07,0,0.03,0.01
Digimon World DS,DS,Nintendo,1,role_playing,2006,Namco Bandai,Namco Bandai Games America,7.1,0.1,0.09,0,0,0.01
Persona Q2: New Cinema Labyrinth,3DS,Nintendo,1,role_playing,2019,Atlus,Atlus,8.1,0.1,0,0,0.1,0
Sword Art Online: Fatal Bullet,Xbox One,Microsoft,2,role_playing,2018,Namco Bandai Games,Dimps Corporation,7.2,0.1,0.09,0,0,0.01
Fighting Fantasy: The Warlock of Firetop Mountain,DS,Nintendo,1,role_playing,2009,Aspyr,Big Blue Bubble,4.5,0.09,0.08,0,0,0.01
Spectral Force Genesis,DS,Nintendo,1,role_playing,2010,Ignition Entertainment,Neverland Company,4.6,0.09,0.08,0,0.01,0.01
Fullmetal Alchemist: Dual Sympathy,DS,Nintendo,1,role_playing,2006,Destineer,Bandai,5.8,0.09,0.05,0,0.04,0
Justice League Heroes,DS,Nintendo,1,role_playing,2006,Warner Bros. Interactive,Sensory Sweep,4.3,0.09,0.08,0,0,0.01
Shining Soul II,Game Boy Advance,Nintendo,1,role_playing,2004,Atlus,Grasshopper Manufacture,7.4,0.08,0.06,0.02,0,0
Super Robot Taisen OG Saga: Endless Frontier,DS,Nintendo,1,role_playing,2009,Atlus,Monolith Soft,7.3,0.08,0.07,0,0,0.01
Operation Darkness,Xbox 360,Microsoft,1,role_playing,2008,Atlus,Success,4.6,0.07,0.07,0,0,0.01
Risen 3: Titan Lords,Xbox 360,Microsoft,2,role_playing,2014,Deep Silver,Piranha Bytes,4.4,0.06,0.02,0.04,0,0
Zone of the Enders: The Fist of Mars,Game Boy Advance,Nintendo,1,role_playing,2002,Konami,WinkySoft,7.1,0.06,0.04,0.02,0,0
Dungeon Explorer: Warriors of Ancient Arts,DS,Nintendo,2,role_playing,2008,Hudson Entertainment,Hudson Soft,6,0.06,0.05,0,0,0
Call of Cthulhu,Xbox One,Microsoft,2,role_playing,2018,Focus Home Interactive,Cyanide,6.6,0.05,0.05,0,0,0.01
Lufia: The Ruins of Lore,Game Boy Advance,Nintendo,1,role_playing,2003,Atlus,Atelier Double,7.6,0.05,0.04,0.01,0,0
Fallout: Brotherhood of Steel,Xbox,Microsoft,2,role_playing,2004,Interplay,Interplay,6.6,0.05,0.04,0.01,0,0
Sacred 3,Xbox 360,Microsoft,3,role_playing,2014,Deep Silver,Keen Games,5.1,0.05,0.03,0.02,0,0
Sigma Star Saga,Game Boy Advance,Nintendo,1,role_playing,2005,Namco,WayForward Technologies,6.8,0.05,0.04,0.01,0,0
Dokapon Journey,DS,Nintendo,1,role_playing,2009,Atlus,Suzak,6,0.05,0.05,0,0,0
Arx Fatalis,Xbox,Microsoft,1,role_playing,2003,DreamCatcher Interactive,Arkane Studios,7.1,0.05,0.04,0.01,0,0
Orcs & Elves,DS,Nintendo,1,role_playing,2007,Electronic Arts,Fountainhead Entertainment /  id Software,6.8,0.05,0.05,0,0,0
The Technomancer,Xbox One,Microsoft,3,role_playing,2016,Focus Home Interactive,Spiders,6.8,0.05,0.03,0.02,0,0
The Dark Spire,DS,Nintendo,1,role_playing,2009,Atlus,Success,6.9,0.04,0.04,0,0,0
Dragon's Dogma: Dark Arisen,Xbox One,Microsoft,2,role_playing,2017,Capcom,Capcom,8,0.04,0.04,0,0,0
Valkyria Revolution,Xbox One,Microsoft,2,role_playing,2017,Sega,Media.Vision,5.6,0.04,0.04,0,0,0
Elex,Xbox One,Microsoft,3,role_playing,2017,THQ Nordic,Piranha Bytes,6.2,0.04,0.04,0,0,0
Battle Chasers: Nightwar,Xbox One,Microsoft,4,role_playing,2017,THQ Nordic,Airship Syndicate,8.4,0.04,0.04,0,0,0
Black Stone: Magic & Steel,Xbox,Microsoft,1,role_playing,2003,Xicat Interactive,Unknown,4.4,0.04,0.03,0.01,0,0
Inazuma Eleven 3: Team Ogre Attacks!,3DS,Nintendo,1,role_playing,2014,Nintendo,Level 5,7,0.03,0,0.03,0,0
World of Final Fantasy Maxima,Xbox One,Microsoft,1,role_playing,2018,Square Enix,Square Enix,8.1,0.03,0.03,0,0,0
Away: Shuffle Dungeon,DS,Nintendo,1,role_playing,2008,Majesco,Mistwalker Corporation / Artoon,6.5,0.03,0.02,0,0,0
Metal Dungeon,Xbox,Microsoft,1,role_playing,2002,Xicat Interactive,Panther Software,4.4,0.03,0.02,0.01,0,0
Legacy of Ys: Books I & II,DS,Nintendo,1,role_playing,2009,Atlus,Interchannel-Holon,6.7,0.02,0.02,0,0,0
Summon Night: Swordcraft Story,Game Boy Advance,Nintendo,1,role_playing,2006,Atlus,Flight-Plan,7.7,0.02,0.02,0.01,0,0
The Dwarves,Xbox One,Microsoft,3,role_playing,2016,THQ Nordic,KING Art Games,5.8,0.02,0.02,0,0,0
Portal Knights,Xbox One,Microsoft,3,role_playing,2017,505 Games,Keen Games,7.7,0.02,0.02,0,0,0
Super Robot Taisen: Original Generation,Game Boy Advance,Nintendo,1,role_playing,2006,Atlus,Banpresto,7.2,0.01,0.01,0,0,0
Torment: Tides of Numenera,Xbox One,Microsoft,2,role_playing,2017,Techland,InXile Entertainment,7.9,0.01,0.01,0,0,0
Mario & Luigi: Bowser's Inside Story + Bowser Jr.'s Journey,3DS,Nintendo,1,role_playing,2019,Nintendo,AlphaDream Corporation,8.4,0.01,0,0,0.01,0
"My World, My Way",DS,Nintendo,1,role_playing,2009,Atlus,Global A Entertainment,6.7,0.01,0,0,0.01,0
Call of Duty: Black Ops II,Xbox 360,Microsoft,4,shooting,2012,Activision,Treyarch,8.3,13.86,8.27,4.32,0.07,1.2
Halo 4,Xbox 360,Microsoft,1,shooting,2012,Microsoft Studios,343 Industries,8.7,9.96,6.72,2.36,0.04,0.83
Call of Duty: WWII,Xbox One,Microsoft,3,shooting,2017,Activision,Sledgehammer Games,8,6.23,3.75,1.91,0,0.57
Call of Duty: Infinite Warfare,Xbox One,Microsoft,3,shooting,2016,Activision,Infinity Ward,7.8,4.79,2.91,1.44,0,0.44
Gears of War: Ultimate Edition,Xbox One,Microsoft,1,shooting,2015,Microsoft Studios,The Coalition,8.2,3.62,2.88,0.37,0,0.37
Halo: The Master Chief Collection,Xbox One,Microsoft,1,shooting,2014,Microsoft Studios,343 Industries,8.5,3.44,2.06,1.04,0.03,0.31
Gears of War 4,Xbox One,Microsoft,1,shooting,2016,Microsoft Studios,The Coalition,8.4,3.38,2.17,0.9,0,0.32
Titanfall,Xbox One,Microsoft,3,shooting,2014,Electronic Arts,Respawn Entertainment,8.6,3.11,1.88,0.91,0.04,0.28
Borderlands 2,Xbox 360,Microsoft,4,shooting,2013,2K Games,Gearbox Software,8.9,3.06,1.89,0.88,0.04,0.26
Far Cry 3,Xbox 360,Microsoft,3,shooting,2012,Ubisoft,Ubisoft Montreal,9.1,2.98,1.38,1.33,0.02,0.25
Tom Clancy's The Division,Xbox One,Microsoft,3,shooting,2016,Ubisoft,Massive Entertainment,8,2.59,1.54,0.82,0,0.24
Destiny 2,Xbox One,Microsoft,3,shooting,2017,Activision,Bungie,8.7,2.35,1.66,0.47,0,0.23
PlayerUnknown's Battlegrounds,Xbox One,Microsoft,2,shooting,2017,Microsoft Studios,PUBG Corporation,8.5,2.17,1.29,0.69,0,0.2
BioShock Infinite,Xbox 360,Microsoft,3,shooting,2013,2K Games,Irrational Games,9.3,1.97,1.22,0.55,0.02,0.18
Tom Clancy's Ghost Recon,Xbox,Microsoft,4,shooting,2002,Ubisoft,Red Storm Entertainment,8.4,1.76,1.23,0.46,0,0.07
Dishonored,Xbox 360,Microsoft,3,shooting,2013,Bethesda Softworks,Arkane Studios,8.8,1.72,1.06,0.5,0.01,0.15
Max Payne 3,Xbox 360,Microsoft,3,shooting,2012,Rockstar Games,Rockstar Vancouver,8.6,1.63,0.86,0.62,0.01,0.13
Gears of War: Judgment,Xbox 360,Microsoft,1,shooting,2013,Microsoft Studios,People Can Fly / Epic Games,7.9,1.6,0.92,0.51,0.03,0.14
Tom Clancy's Rainbow Six 3,Xbox,Microsoft,3,shooting,2003,Ubisoft,Ubisoft Montreal / Red Storm Entertainment,8.6,1.55,0.91,0.57,0,0.07
Battlefield V,Xbox One,Microsoft,3,shooting,2018,Electronic Arts,EA DICE,7.8,1.55,1.05,0.35,0,0.15
Tom Clancy's Ghost Recon: Future Soldier,Xbox 360,Microsoft,3,shooting,2012,Ubisoft,Ubisoft Paris,7.9,1.48,0.94,0.4,0.02,0.13
Titanfall,Xbox 360,Microsoft,3,shooting,2014,Electronic Arts,Respawn Entertainment,8.3,1.38,0.88,0.35,0.02,0.13
Titanfall 2,Xbox One,Microsoft,3,shooting,2016,Electronic Arts,Respawn Entertainment,8.7,1.37,0.88,0.37,0,0.13
Tom Clancy's Ghost Recon 2,Xbox,Microsoft,3,shooting,2004,Ubisoft,Red Storm Entertainment,8,1.36,0.86,0.45,0,0.06
Doom 3,Xbox,Microsoft,2,shooting,2005,Activision,Vicarious Visions,8.8,1.34,0.85,0.43,0,0.06
Destiny: The Taken King,Xbox One,Microsoft,2,shooting,2015,Activision,Bungie,8.9,1.27,0.91,0.23,0,0.12
Call of Duty: Finest Hour,Xbox,Microsoft,3,shooting,2004,Activision,Spark Unlimited,7.3,1.21,0.78,0.4,0,0.04
Medal of Honor: Warfighter,Xbox 360,Microsoft,3,shooting,2012,Electronic Arts,Danger Close Games,5.3,1.18,0.61,0.46,0.01,0.1
Tom Clancy's Rainbow Six 3: Black Arrow,Xbox,Microsoft,1,shooting,2004,Ubisoft,Ubisoft Montreal,8.4,1.13,0.99,0.12,0,0.02
Counter-Strike,Xbox,Microsoft,1,shooting,2003,Microsoft Game Studios,Valve Software,7.4,1.11,0.85,0.23,0,0.04
Medal of Honor: Airborne,Xbox 360,Microsoft,3,shooting,2007,Electronic Arts,EA Los Angeles,7.3,1.1,0.45,0.52,0.01,0.12
Dead Space 3,Xbox 360,Microsoft,3,shooting,2013,Electronic Arts,Visceral Games,7.8,1,0.64,0.27,0,0.09
James Bond 007: Agent Under Fire,Xbox,Microsoft,3,shooting,2002,Electronic Arts,EA Redwood Shores,7.1,0.9,0.65,0.22,0,0.03
Tom Clancy's Ghost Recon: Island Thunder,Xbox,Microsoft,1,shooting,2003,Ubisoft,Red Storm Entertainment,8.1,0.87,0.61,0.24,0,0.03
Conflict: Desert Storm,Xbox,Microsoft,3,shooting,2002,Gotham Games,Pivotal Games,6.5,0.87,0.48,0.37,0,0.02
Brute Force,Xbox,Microsoft,1,shooting,2003,Microsoft Game Studios,Digital Anvil,7.7,0.83,0.62,0.18,0.01,0.03
Aliens: Colonial Marines,Xbox 360,Microsoft,3,shooting,2013,Sega,Gearbox Software,4.8,0.78,0.36,0.35,0,0.07
Resident Evil: Operation Raccoon City,Xbox 360,Microsoft,3,shooting,2012,Capcom,Slant Six Games,5.2,0.77,0.55,0.14,0.03,0.06
Wolfenstein: The New Order,Xbox One,Microsoft,3,shooting,2014,Bethesda Softworks,MachineGames,7.9,0.75,0.39,0.3,0,0.06
Unreal Championship,Xbox,Microsoft,1,shooting,2002,Atari,Digital Extremes,8.3,0.74,0.59,0.12,0,0.03
Dead to Rights,Xbox,Microsoft,4,shooting,2002,Namco,Namco,7.3,0.72,0.53,0.17,0,0.03
Wolfenstein II: The New Colossus,Xbox One,Microsoft,4,shooting,2017,Bethesda Softworks,MachineGames,8.8,0.7,0.45,0.19,0,0.07
Borderlands: The Handsome Collection,Xbox One,Microsoft,2,shooting,2015,2K Games,Gearbox Software,8,0.68,0.49,0.13,0,0.07
Return to Castle Wolfenstein: Tides of War,Xbox,Microsoft,1,shooting,2003,Activision,Gray Matter Studios / Nerve Software,8.4,0.67,0.49,0.16,0,0.02
Evolve,Xbox One,Microsoft,3,shooting,2015,2K Games,Turtle Rock Studios,7.4,0.67,0.4,0.2,0,0.06
James Bond 007: Everything or Nothing,Xbox,Microsoft,4,shooting,2004,Electronic Arts,EA Redwood Shores,8.3,0.64,0.43,0.19,0,0.02
The Walking Dead: Survival Instinct,Xbox 360,Microsoft,2,shooting,2013,Activision,Terminal Reality,3.2,0.64,0.46,0.11,0,0.06
TimeSplitters 2,Xbox,Microsoft,3,shooting,2002,Eidos Interactive,Free Radical Design,8.8,0.64,0.29,0.33,0,0.01
Payday 2,Xbox 360,Microsoft,5,shooting,2013,505 Games,Overkill Software,7.5,0.58,0.33,0.2,0,0.05
Far Cry Instincts,Xbox,Microsoft,1,shooting,2005,Ubisoft,Ubisoft Montreal,8.5,0.57,0.32,0.24,0,0.02
Blood Wake,Xbox,Microsoft,1,shooting,2001,Microsoft,Stormfront Studios,7.1,0.57,0.43,0.12,0,0.02
Frontlines: Fuel of War,Xbox 360,Microsoft,2,shooting,2008,THQ,Kaos Studios,7.5,0.56,0.34,0.15,0.01,0.05
Turok: Evolution,Xbox,Microsoft,4,shooting,2002,Acclaim Entertainment,Acclaim Studios Austin,6.8,0.55,0.39,0.14,0,0.02
Red Dead Revolver,Xbox,Microsoft,2,shooting,2004,Rockstar Games,Rockstar San Diego,7.4,0.55,0.4,0.12,0,0.02
Greg Hastings' Tournament Paintball,Xbox,Microsoft,1,shooting,2004,Activision,WXP,7.4,0.54,0.46,0.06,0,0.02
Medal of Honor: European Assault,Xbox,Microsoft,1,shooting,2005,Electronic Arts,EA Los Angeles,7.2,0.53,0.32,0.19,0,0.02
Gun,Xbox,Microsoft,5,shooting,2005,Activision,Neversoft Entertainment,7.9,0.52,0.38,0.12,0,0.02
GoldenEye: Rogue Agent,Xbox,Microsoft,4,shooting,2004,Electronic Arts,Dreamworks Games,6.1,0.49,0.34,0.13,0,0.02
BioShock: The Collection,Xbox One,Microsoft,2,shooting,2016,2K Games,"Blind Squirrel Digital, Inc",8.4,0.48,0.35,0.08,0,0.05
The Chronicles of Riddick: Escape From Butcher Bay,Xbox,Microsoft,1,shooting,2004,VU Games,Starbreeze Studios/Tigon Studios,8.9,0.45,0.32,0.11,0,0.02
Star Wars Jedi Knight: Jedi Academy,Xbox,Microsoft,2,shooting,2003,LucasArts,Vicarious Visions,7.6,0.45,0.34,0.1,0,0.02
TimeSplitters 2,GameCube,Nintendo,3,shooting,2002,Eidos Interactive,Free Radical Design,8.8,0.44,0.34,0.09,0,0.01
Sniper Elite III,Xbox One,Microsoft,3,shooting,2014,505 Games,Rebellion Developments,6.3,0.43,0.27,0.12,0,0.04
Spec Ops: The Line,Xbox 360,Microsoft,3,shooting,2012,2K Games,Yager Development,7.6,0.42,0.21,0.18,0,0.04
Black,Xbox,Microsoft,2,shooting,2006,Electronic Arts,Criterion Games,7.7,0.42,0.31,0.09,0,0.01
Tom Clancy's Rainbow Six: Lockdown,Xbox,Microsoft,3,shooting,2005,Ubisoft,Red Storm Entertainment,7.4,0.41,0.26,0.13,0,0.02
Medal of Honor Heroes 2,Wii,Nintendo,2,shooting,2007,Electronic Arts,Team Fusion,7.3,0.41,0.33,0.04,0.01,0.03
The Darkness II,Xbox 360,Microsoft,3,shooting,2012,2K Games,Digital Extremes,8,0.4,0.25,0.11,0,0.03
Metro: Last Light,Xbox 360,Microsoft,3,shooting,2013,Deep Silver,4a-games,8,0.35,0.17,0.15,0,0.03
Hitman: Contracts,Xbox,Microsoft,2,shooting,2004,Eidos Interactive,IO Interactive,7.8,0.34,0.26,0.07,0,0.01
Delta Force: Black Hawk Down,Xbox,Microsoft,2,shooting,2005,NovaLogic,Climax Group,6.1,0.34,0.25,0.07,0,0.01
Tom Clancy's Ghost Recon Advanced Warfighter,Xbox,Microsoft,2,shooting,2006,Ubisoft,Ubisoft Shanghai,6.6,0.33,0.21,0.11,0,0.01
Star Wars Jedi Knight II: Jedi Outcast,Xbox,Microsoft,2,shooting,2003,LucasArts,Vicarious Visions,8.1,0.31,0.23,0.07,0,0.01
Sniper Elite 4,Xbox One,Microsoft,2,shooting,2017,Rebellion Developments,Rebellion Developments,8.1,0.3,0.18,0.09,0,0.03
Area 51,Xbox,Microsoft,2,shooting,2005,Midway Games,Midway Studios  Austin,7.2,0.29,0.22,0.06,0,0.01
Turning Point: Fall of Liberty,Xbox 360,Microsoft,2,shooting,2008,Codemasters,Spark Unlimited,4.3,0.29,0.23,0.04,0,0.02
007 Legends,Xbox 360,Microsoft,3,shooting,2012,Activision,Eurocom,4.5,0.29,0.13,0.13,0,0.02
Unreal Championship 2: The Liandri Conflict,Xbox,Microsoft,1,shooting,2005,Midway Games,Epic Games,8.5,0.28,0.22,0.05,0,0.01
Battleborn,Xbox One,Microsoft,3,shooting,2016,2K Games,Gearbox Software,7.1,0.28,0.2,0.05,0,0.03
Army of Two: The Devil's Cartel,Xbox 360,Microsoft,2,shooting,2013,Electronic Arts,Visceral Games,5.4,0.26,0.16,0.07,0,0.02
Men of Valor,Xbox,Microsoft,1,shooting,2004,VU Games,"2015, Inc.",7.3,0.25,0.19,0.05,0,0.01
XIII,Xbox,Microsoft,3,shooting,2003,Ubisoft,Southend Interactive,7.4,0.25,0.16,0.08,0,0.01
America's Army: Rise of a Soldier,Xbox,Microsoft,1,shooting,2005,Ubisoft,Secret Level,7,0.25,0.19,0.05,0,0.01
Freedom Fighters,Xbox,Microsoft,3,shooting,2003,Electronic Arts,IO Interactive,8.2,0.23,0.17,0.05,0,0.01
Soldier of Fortune II: Double Helix,Xbox,Microsoft,1,shooting,2003,Activision,Gratuitous Games,6.1,0.23,0.17,0.05,0,0.01
Conflict: Vietnam,Xbox,Microsoft,2,shooting,2004,Global Star Software,Pivotal Games,6,0.22,0.17,0.05,0,0.01
Touch the Dead,DS,Nintendo,1,shooting,2007,Eidos Interactive,Dream On Studio,5.6,0.22,0.2,0,0,0.02
ShellShock: Nam '67,Xbox,Microsoft,1,shooting,2004,Eidos Interactive,Guerrilla Games,5.8,0.22,0.16,0.05,0,0.01
The Bureau: XCOM Declassified,Xbox 360,Microsoft,3,shooting,2013,2K Games,2K Marin,6.8,0.22,0.1,0.1,0,0.02
Robotech: The Macross Saga,Game Boy Advance,Nintendo,1,shooting,2002,TDK Mediactive,Lucky Chicken,6.1,0.21,0.15,0.06,0,0
Homefront: The Revolution,Xbox One,Microsoft,3,shooting,2016,Deep Silver,Dambuster Studios,4.9,0.21,0.1,0.09,0,0.02
Robotech: Battlecry,Xbox,Microsoft,3,shooting,2002,TDK Mediactive,Vicious Cycle,7.4,0.21,0.16,0.05,0,0.01
Darkwatch,Xbox,Microsoft,2,shooting,2005,Capcom,High Moon Studios,7.5,0.21,0.16,0.05,0,0.01
Unreal II: The Awakening,Xbox,Microsoft,1,shooting,2004,Atari,Tantalus Interactive,6.4,0.21,0.17,0.04,0,0.01
Sniper: Ghost Warrior 2,Xbox 360,Microsoft,3,shooting,2013,City Interactive,City Interactive,5.2,0.2,0.06,0.12,0,0.01
Front Mission Evolved,Xbox 360,Microsoft,3,shooting,2010,Square Enix,Double Helix Games,5.8,0.2,0.1,0.07,0.02,0.02
Soldier of Fortune: Payback,Xbox 360,Microsoft,2,shooting,2007,Activision,Cauldron Ltd.,5,0.2,0.18,0,0,0.02
